A_CpG_ID	TCGA-2G-AAFE-01	TCGA-XE-AANV-01	TCGA-XE-AAOD-01	TCGA-2G-AAFH-01	TCGA-2G-AAHC-01	TCGA-2G-AAGM-01	TCGA-XE-AAO3-01	TCGA-2G-AALR-01	TCGA-SN-A84Y-01	TCGA-2G-AAGI-01	TCGA-ZM-AA05-01	TCGA-2G-AAF4-01	TCGA-VF-A8A9-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG5-01	TCGA-SB-A6J6-01	TCGA-2G-AAFV-01	TCGA-2X-A9D6-01	TCGA-2G-AAF6-01	TCGA-2G-AAFY-01	TCGA-2G-AALY-01	TCGA-2G-AAH2-01	TCGA-YU-A90S-01	TCGA-2G-AAG0-01	TCGA-2G-AAGW-01	TCGA-2G-AALO-01	TCGA-2G-AAKG-01	TCGA-2G-AAGE-01	TCGA-VF-A8AC-01	TCGA-2G-AALG-01	TCGA-2G-AAGO-01	TCGA-2G-AAFO-01	TCGA-2G-AAH8-01	TCGA-2G-AAFI-01	TCGA-XE-AAOB-01	TCGA-XE-A8H4-01	TCGA-2G-AAGF-01	TCGA-2G-AAG3-01	TCGA-2G-AAKM-01	TCGA-YU-A912-01	TCGA-VF-A8AD-01	TCGA-2G-AAG8-01	TCGA-2G-AAGG-01	TCGA-2G-AAHA-01	TCGA-WZ-A7V5-01	TCGA-2G-AALN-01	TCGA-2G-AAH4-01	TCGA-XE-AANR-01	TCGA-4K-AA1I-01	TCGA-XE-AAOJ-01	TCGA-2G-AAM4-01	TCGA-2G-AAHP-01	TCGA-2G-AAHP-05	TCGA-XE-AAO4-01	TCGA-2G-AAGZ-01	TCGA-YU-A94I-01	TCGA-XE-A8H5-01	TCGA-2G-AAKL-01	TCGA-ZM-AA06-01	TCGA-2X-A9D5-01	TCGA-YU-AA61-01	TCGA-2G-AAEW-01	TCGA-XE-AAOF-01	TCGA-XY-A8S3-01	TCGA-2G-AAGC-01	TCGA-2G-AAG9-01	TCGA-4K-AA1H-01	TCGA-2G-AAGT-01	TCGA-XY-A8S2-01	TCGA-2G-AAL5-01	TCGA-2G-AAKG-05	TCGA-YU-A90W-01	TCGA-2G-AAGJ-01	TCGA-2G-AAFG-01	TCGA-ZM-AA0D-01	TCGA-W4-A7U3-01	TCGA-4K-AAAL-01	TCGA-SB-A76C-01	TCGA-2G-AAGV-01	TCGA-2G-AAM3-01	TCGA-SN-A6IS-01	TCGA-YU-A90Y-01	TCGA-2G-AALX-01	TCGA-WZ-A8D5-01	TCGA-2G-AAFM-01	TCGA-ZM-AA0H-01	TCGA-YU-A90P-01	TCGA-2G-AAGX-01	TCGA-WZ-A7V4-01	TCGA-2G-AAGS-01	TCGA-2G-AAF8-01	TCGA-VF-A8AA-01	TCGA-2G-AALZ-01	TCGA-2G-AAHL-01	TCGA-W4-A7U4-01	TCGA-2G-AAH0-01	TCGA-2G-AAHN-01	TCGA-2G-AAFZ-01	TCGA-2G-AAH3-01	TCGA-S6-A8JX-01	TCGA-2G-AAHG-01	TCGA-SO-A8JP-01	TCGA-2G-AAGP-01	TCGA-XE-A8H1-01	TCGA-2G-AAF1-01	TCGA-2G-AAFL-01	TCGA-XE-A9SE-01	TCGA-XE-AAOC-01	TCGA-YU-A94D-01	TCGA-2G-AAFN-01	TCGA-XY-A89B-01	TCGA-2G-AAM2-01	TCGA-2G-AALT-01	TCGA-2G-AAFJ-01	TCGA-S6-A8JW-01	TCGA-2G-AAGA-01	TCGA-2G-AALQ-01	TCGA-2G-AAKD-01	TCGA-X3-A8G4-01	TCGA-VF-A8A8-01	TCGA-W4-A7U2-01	TCGA-S6-A8JY-01	TCGA-2G-AAKO-05	TCGA-2G-AAKO-01	TCGA-2G-AAEX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGY-05	TCGA-YU-AA4L-01	TCGA-2G-AAFG-05	TCGA-SN-A84X-01	TCGA-XE-AAO6-01	TCGA-2G-AAHT-01	TCGA-XY-A9T9-01	TCGA-YU-A90Q-01	TCGA-2G-AAGK-01	TCGA-2G-AAGN-01	TCGA-XE-AAOL-01	TCGA-2G-AALF-01	TCGA-XE-AANI-01	TCGA-2G-AALP-01	TCGA-VF-A8AE-01	TCGA-2G-AAKH-01	TCGA-ZM-AA0N-01	TCGA-2G-AALW-01	TCGA-4K-AA1G-01	TCGA-WZ-A7V3-01	TCGA-VF-A8AB-01	TCGA-2G-AALS-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0B-01	TCGA-SN-A84W-01	TCGA-ZM-AA0F-01	TCGA-2G-AAGI-05	TCGA-XE-AANJ-01	TCGA-2G-AAL7-01
cg20854374	0.633210846831981	0.763311180251105	0.842771868614902	0.748057751302028	0.720567126937095	0.946700262429598	0.614801752983166	0.5846972770433	0.825522456061725	0.937822419346343	0.714480423672552	0.648264386547236	0.727554578156517	0.92138427399816	0.856434034120844	0.924981503282267	0.824638723914328	0.801868118688021	0.608574369114071	0.671342458443129	0.929130895059868	0.918949150468989	0.928839405930415	0.855507902409546	0.862283361685253	0.892850187650219	0.919367831748431	0.852029728340744	0.884906160913032	0.641107847490685	0.908045815832516	0.775532163940195	0.881595057925588	0.381465200145134	0.755869029849426	0.868237191206954	0.585213839491292	0.934937741059431	0.807820548824315	0.825822539586725	0.407754413396071	0.704140500928112	0.654962009512069	0.899586206050557	0.571983297214213	0.682900181113117	0.924768889614368	0.914992349496798	0.750781260430157	0.66817698896555	0.879961727225595	0.956112350164539	0.414246112020435	0.573474504205918	0.575072926423056	0.908474185449369	0.940217782953462	0.432992952615605	0.755423047583154	0.528783153832749	0.497823581541584	0.917091216423878	0.507642781299098	0.693739880919081	0.842789309117224	0.853017017053914	0.625430975947676	0.765973705388139	0.820453043124502	0.812346504105549	0.9286124643991	0.911953580159541	0.439191047036037	0.876813873813587	0.66638457752806	0.78233129499842	0.896753226115144	0.630414266815	0.497770327465903	0.939320953408733	0.934945165429779	0.708127011341167	0.867757997287362	0.919598418206174	0.656539589716566	0.866514250395112	0.714832750183013	0.843788885873225	0.951659907075193	0.777005860386782	0.909193882482903	0.8095654071458	0.71938269190543	0.942324106808244	0.467914933227868	0.792364984518238	0.755299773142589	0.779718548547716	0.92286818632187	0.636658309411801	0.193248782726415	0.405082807672145	0.411728753648995	0.903670563362397	0.931916526818529	0.686138333780365	0.889895550225999	0.889093909911677	0.92404525055981	0.851788468800783	0.816577835946041	0.668731949486103	0.938820028982424	0.923503138552469	0.929854951235797	0.528357666294122	0.929615384515336	0.880683194791297	0.933756659176748	0.909613822208084	0.916014716868672	0.45536578559065	0.614334265531417	0.79435307378421	0.719568477603802	0.801759719966608	0.935869842269839	0.374811573669195	0.869479508886903	0.751414616548422	0.760107186755466	0.667459609153784	0.668077717941633	0.722318761357574	0.33244492589232	0.873084384441033	0.748614427029662	0.372919285131384	0.837977978862996	0.917997667949338	0.910546562219317	0.728514938033593	0.751734368160146	0.73476543073553	0.918368492408728	0.443720697785386	0.614834600010093	0.758838307290635	0.886488710600199	0.757130976763198	0.684372854361108	0.933962970790337	0.832201891827141	0.800983374058678	0.679211237048358	0.807358918659659
cg20919914	0.770871418692912	0.752828990128659	0.817849654358044	0.781924576261196	0.891305278715788	0.870036131909732	0.762704495745791	0.879525645580884	0.818152171388476	0.853144356075508	0.798330519023518	0.848649868065336	0.799158203644171	0.876260573024079	0.854836430002894	0.903022757449456	0.864525476711934	0.852913035857644	0.749541077801397	0.833067178309239	0.805193215033966	0.846967076111231	0.877957954833672	0.822021404281814	0.840558929931745	0.799205812965301	0.796297983007339	0.801058776234675	0.74139341450288	0.744172951993779	0.836089325092855	0.757706943991822	0.795132411466678	0.686377249269217	0.850091887263495	0.853696042940083	0.766535284101081	0.821013043903792	0.861272826692766	0.767433107748441	0.680542406923399	0.767470286548449	0.79822606477719	0.86474064449422	0.786234034780739	0.778355583636647	0.881629425654287	0.935935947712704	0.880479946644698	0.775121293836539	0.885300028623959	0.787692808068107	0.850826564839983	0.788750967280723	0.735063199595746	0.851683518093707	0.853767235501696	0.737337635280594	0.826182589532542	0.799151302432699	0.881963963509303	0.780633445679773	0.799651201213566	0.778868698193714	0.855125476493578	0.828150430445176	0.774726226126113	0.783746007633766	0.781065555163262	0.772347823077579	0.865759350517166	0.871405843853921	0.821373600640324	0.783334068318823	0.781865348915088	0.802462914486655	0.80132714822404	0.760110871696682	0.777743357305673	0.847028455981232	0.855782124687387	0.818177718570662	0.796864917375487	0.879120661072071	0.765156748274037	0.802134653828042	0.817668474798313	0.819071685144721	0.912017653671001	0.748313143791848	0.856091617424639	0.879648740763942	0.790266762717429	0.925255169489662	0.72342285408059	0.769387137384818	0.842887963830598	0.771456956969915	0.860864578780133	0.884631895421642	0.673588809705576	0.804549383133298	0.714505545668228	0.867698318180877	0.769905511440749	0.821154017275633	0.814649842588427	0.76097426192994	0.920724695508353	0.837834338120794	0.740672556610099	0.810922390454913	0.898804970033462	0.828327926296164	0.873263707688659	0.715555536058124	0.84783932693744	0.908442480295379	0.780492802774956	0.759123167857395	0.783467780092803	0.766650202254534	0.698126912643012	0.831642680401668	0.803627709470735	0.808845239140782	0.884664950342221	0.804456869096335	0.741057457565399	0.849267573636959	0.798806562906568	0.827127895705785	0.747104064028315	0.760548946565008	0.697201265145153	0.803483372356879	0.794042259355925	0.651188280951133	0.820708323324447	0.932509079056679	0.841513116788713	0.792642401377384	0.798467352901586	0.839109870935004	0.862173522049498	0.733241585224715	0.825735370394367	0.840580922799324	0.858175145618027	0.781916221072001	0.888989414284152	0.893743738738286	0.799673209096595	0.827714741955646	0.752022246732746	0.831189989905953
cg20955027	0.555161393819257	0.596965618402705	0.741674146598542	0.660247156266069	0.947431697433202	0.609379868609884	0.42271330751188	0.83060773380322	0.574216632128547	0.837078918420708	0.725103233839809	0.626829979659925	0.768845372015971	0.876930222871292	0.701676881845282	0.882576293844941	0.693258867473	0.382218479807664	0.711434767137382	0.849440620182229	0.745904163078223	0.783093655932123	0.79474652463651	0.831330137773127	0.743458824956243	0.481401352376114	0.556844053390223	0.656589979477899	0.598700096300543	0.678879821536242	0.649566151576866	0.674611896643094	0.723355134260841	0.422473193430363	0.642507323101627	0.868293657099014	0.677170485382181	0.64192713083487	0.753420332215413	0.471840361641666	0.491812148529327	0.631976811920988	0.616163643941864	0.623570961971805	0.527395241540151	0.651155290634761	0.812221828723339	0.52421785673246	0.909552449579869	0.707303842220052	0.711535394372478	0.810960435336157	0.354042566912593	0.645439926040609	0.486648122059362	0.753397645549568	0.272987528989444	0.368177448229469	0.493626960863686	0.645543230395888	0.809675892604077	0.587169163402714	0.608434324113504	0.600549372035413	0.677868944991316	0.686895576421095	0.616936121500535	0.812439220026924	0.433854395883066	0.592285434618114	0.559268443689436	0.791975188243646	0.460563594393012	0.691806650281166	0.671639631945675	0.706448774921166	0.600610063530032	0.614187309673739	0.604895415334629	0.83489603195227	0.83603369422919	0.552653085797982	0.696242590510191	0.659802883877316	0.771676607903099	0.712442526485704	0.700334160978791	0.661108588799013	0.8918806309832	0.624512184023568	0.785905547682324	0.614756957240473	0.727233269893208	0.923833210506838	0.437488493840486	0.478199131040302	0.71444752705805	0.633615738051826	0.680342261263432	0.843521911421755	0.333104620050722	0.485209797170837	0.515599057077	0.860568510058837	0.593159203618659	0.771038004002484	0.76937632885565	0.566545609572753	0.783055078990171	0.699185760096239	0.508143194912436	0.618191944745405	0.768873716839525	0.863208773424541	0.904293049807561	0.459294586391461	0.594443039200074	0.53005404966822	0.614564314833445	0.656819837811894	0.471294522295281	0.713390573073278	0.430719474655897	0.772807466894855	0.820008779281929	0.664324560347855	0.714770855669061	0.424897627930525	0.351965310042838	0.711459420464672	0.733133754159054	0.791512528528054	0.465271987348541	0.644528207373046	0.366408881751172	0.586488414176041	0.568627622430945	0.277547962979531	0.357925761607879	0.843435056138182	0.737614333450787	0.770108542334452	0.522556899690572	0.651855410274611	0.540459968054706	0.477250200989094	0.641492418154897	0.737338846873556	0.767252917789654	0.704942530402508	0.666185453081738	0.929055517815624	0.791478243130587	0.754723196996557	0.599382673139566	0.489806470709426
cg20970685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg20979307	0.538829508389594	0.550257021018499	0.706762795506877	0.625344318045059	0.824885544392751	0.844042017768972	0.558534981350724	0.847990114694513	0.582845948935752	0.722325265797501	0.609240239477374	0.575955339398209	0.657808760911528	0.801029653683877	0.69675925826218	0.857918844693373	0.64181728055111	0.587467914290062	0.569807673413598	0.636957597312814	0.676829065095891	0.736551883808934	0.648024475721781	0.712669503255639	0.674692840009708	0.570171753358546	0.64200234946144	0.58799281649337	0.585353986301326	0.551451136281026	0.669903706910257	0.591382766366943	0.708972098317358	0.460036095121538	0.629942232970665	0.814409878568128	0.584021658779734	0.629005027008965	0.717930933769742	0.548899581268356	0.487122486507627	0.59055359997187	0.606996896780338	0.712741312323125	0.532727350896416	0.568326427763493	0.783012110968437	0.800888661809994	0.780684892143087	0.59334340724788	0.808600884428169	0.673501296400862	0.525408829017935	0.52774693519193	0.532675415155649	0.74419656402242	0.5573349036334	0.46268709330409	0.538946005148644	0.594087743292718	0.59942935588687	0.572968916100592	0.530859342994681	0.549910836258425	0.59913054394042	0.625250487078085	0.541607522824499	0.658828650275439	0.486211458860019	0.558600336256297	0.804411684488487	0.784552955241566	0.496701674010782	0.606053131414546	0.582431829156422	0.580088818917685	0.542331623015019	0.534376091123647	0.489173869591214	0.743229243590673	0.743730662597447	0.606518878258347	0.627359579839937	0.736627598558117	0.525117005689781	0.644681884446018	0.552287137170626	0.620093977816575	0.8119227471295	0.582524806891286	0.733380858357891	0.636199231588503	0.553962703446958	0.9224116196506	0.492457616145539	0.531891679392202	0.662241949757548	0.58884400218638	0.723921629930985	0.654130259526	0.376793664641982	0.533000110675943	0.46008157406957	0.785348797001208	0.573829578104295	0.563451037957874	0.717487564317779	0.565438858266015	0.890190369092699	0.788205964097638	0.528019182430355	0.595186026316817	0.73724345242037	0.787802256635585	0.835937630974096	0.518309295149603	0.606595109627448	0.837881959192711	0.614043201717082	0.598866050501428	0.529073656946579	0.612899335441869	0.493225528150061	0.609386404112994	0.612602252417695	0.605587812707173	0.80512154535859	0.484194184343803	0.386023696473259	0.675868665379338	0.619092813050131	0.611861471027595	0.545627120517502	0.573565329531973	0.452953101121171	0.59412641393911	0.564614744951971	0.430453907853266	0.509627973282697	0.856049129704621	0.660497305783099	0.62262378257827	0.556367601544073	0.628370736793969	0.64837177107686	0.483926294887453	0.617373070784386	0.729557143053376	0.677552236163253	0.580105601014194	0.655121639267854	0.901724978134127	0.609924014138908	0.570169629598103	0.572439377465626	0.549109120222257
cg20994227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21004684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21046959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21049302	0.394344975851114	0.325262218242742	0.531643683105656	0.606991178633874	0.489101369712681	0.836549822801552	0.576405794205853	0.719615549953437	0.723115653312503	0.754098194597852	0.55172140201836	0.518271768651918	0.607998790174858	0.676916009877175	0.796421646726471	0.741227851737803	0.346415970970323	0.802180254768038	0.331556769942852	0.476476779204061	0.733439814551775	0.845066327534453	0.893163552528222	0.480442731416081	0.617004319138942	0.824618620224868	0.533857225598979	0.680982863483317	0.654480775122618	0.396034320470214	0.601115195572866	0.563033418852673	0.650359266229995	0.153278155476918	0.646652277771857	0.612972236896415	0.384338517321021	0.758872857517055	0.729484575926479	0.68815038885346	0.187721320632585	0.546577454226012	0.579152517527984	0.623442823702621	0.354027246835397	0.291716013749126	0.843761072829738	0.776717841208055	0.724457159317129	0.466242873536349	0.798379902418212	0.872166812034212	0.32536630154813	0.381832438371979	0.328787779628546	0.755558851086077	0.813614709100717	0.335951367694759	0.668262679038144	0.358412509911429	0.366734272555117	0.789250428776603	0.302334091013261	0.348323257771923	0.707498568235521	0.707737071489527	0.361248544996129	0.401994032061777	0.677716994507048	0.720761580366373	0.800547582324442	0.644524379817466	0.295203582958815	0.760215254109777	0.356880361137869	0.400087993945381	0.693546543414333	0.45629125236616	0.202717901071233	0.821708283234668	0.817172687442448	0.445035009686505	0.659533466746478	0.86265321116856	0.372707708216661	0.700547030821462	0.424840594932913	0.670715538732092	0.8638448021089	0.461764033394914	0.823078136963894	0.694872805072819	0.387060109774534	0.825925550446212	0.269047480529457	0.607365975911527	0.408961824528928	0.330783380822798	0.817103897363821	0.519510858828575	0.139496992499921	0.326903928550753	0.223676556345651	0.703410256100895	0.809343214786736	0.546761544084415	0.724577287381012	0.67475544251792	0.878868252510514	0.801532153730515	0.643417873971544	0.333511900745166	0.865084582581045	0.783658376392461	0.861204069313271	0.149137650671026	0.687873049212759	0.803338300533562	0.801070643391758	0.677756443220456	0.787473526558184	0.405921015294455	0.3171640313074	0.561356553347093	0.56864827175705	0.570652155206443	0.794071963386099	0.175074110636865	0.774336845795532	0.379943117640393	0.693841335681155	0.34343977944555	0.500785557295284	0.488369367358646	0.118001955011774	0.653810959945661	0.586414402240314	0.0974381043499296	0.553935147397968	0.818820837721676	0.743570170629415	0.408763314193432	0.653462733388858	0.520105404215867	0.673378626263342	0.206847595852686	0.242166402619121	0.617283724466585	0.54450360912071	0.41693708373942	0.41442540012907	0.809263136273194	0.588376974946469	0.326264031684624	0.311422888775621	0.596908731465232
cg21053644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21071940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21078247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21101714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21125095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21126306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg21160516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
