A_CpG_ID	TCGA-W5-AA39-01A	TCGA-3X-AAVB-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA38-01A	TCGA-W5-AA2G-01A	TCGA-4G-AAZO-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Q-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA34-01A	TCGA-ZH-A8Y1-01A	TCGA-ZU-A8S4-01A	TCGA-W5-AA2H-01A	TCGA-ZD-A8I3-01A	TCGA-W5-AA31-01A	TCGA-WD-A7RX-01A	TCGA-W5-AA2O-01A	TCGA-3X-AAVC-01A	TCGA-ZH-A8Y6-01A	TCGA-3X-AAVE-01A	TCGA-3X-AAVA-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2R-01A	TCGA-ZH-A8Y8-01A	TCGA-YR-A95A-01A	TCGA-ZH-A8Y2-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA36-01A	TCGA-3X-AAV9-01A	TCGA-W6-AA0S-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA33-01A
cg14607955	0.882782730628725	0.862574686666067	0.84225669954942	0.865679360946905	0.889308347505013	0.928405156750958	0.943952162679126	0.838802673676253	0.893789993358409	0.946718262209559	0.950131538011753	0.905301531106346	0.878899470513641	0.939307865223216	0.880269570546551	0.791693093846685	0.835127820574364	0.834715323755661	0.944641021698886	0.904255086204716	0.867791990108073	0.868216111936904	0.935090106293037	0.919531906598352	0.860343426705302	0.906125569382823	0.955948218015684	0.920602047065444	0.957362602744279	0.92030936108888	0.863994349144962	0.929895888383871	0.860837648618965	0.833013023306497	0.916458549203131	0.885411599983457
cg14615553	0.819311072811548	0.891984789422052	0.889513169399424	0.796308137266339	0.88180658289918	0.94827144263216	0.947287350557339	0.859274663653308	0.924720333215131	0.949044244739351	0.871566162314199	0.905703673009175	0.841286871661745	0.924455452003655	0.863603617747317	0.897960967512915	0.849122708351556	0.812020283494017	0.917257759578944	0.878753747434941	0.911599549508888	0.881010222868109	0.945404160091563	0.953465133442069	0.889364373586054	0.891653942829203	0.935880093465241	0.91076976713332	0.953728550633353	0.932179687845206	0.855541938939231	0.922825267538768	0.825828170939596	0.910479954746135	0.917646718193938	0.885644350595932
cg14642414	0.885690542971665	0.835087274666461	0.909811524196588	0.909415902848117	0.934822186434195	0.936085403435934	0.637521842434733	0.932700205720816	0.903581140743453	0.960768571182638	0.926337501170003	0.356907726171908	0.902266509137792	0.791165601761837	0.846755894554382	0.801935667980846	0.793295588882487	0.676282329178947	0.497488156022315	0.708085496220528	0.238089151353314	0.887382692234604	0.959544952293083	0.942523575581027	0.894824585845009	0.811730219804232	0.944087302329863	0.559722215341945	0.392108987986943	0.892931972755899	0.749696422550997	0.862800364019274	0.743524149957132	0.831965747039291	0.906240749764102	0.904701047245638
cg14650677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14670213	0.931772098160125	0.95955175384564	0.94678333774568	0.948880374055073	0.694688267269847	0.965574404147785	0.937383033757545	0.952892929833721	0.964145194449089	0.963739063446299	0.969529314315664	0.905645596940314	0.947009628558089	0.951715233171388	0.946937037136665	0.949412252140596	0.943264863118918	0.953841577196931	0.452897271931061	0.948547465336035	0.666291984704992	0.956446849791915	0.971143876253507	0.968112630996228	0.957261511907928	0.615415994883888	0.972363600951671	0.224934140670362	0.961979200122762	0.962217448060434	0.943574007781783	0.933682066270057	0.923498988539028	0.894534264617079	0.94273903902381	0.950874522589701
cg14673247	0.1843475470915	0.207314043836005	0.773742184175742	0.224077638674618	0.479349697420261	0.203606338340485	0.259725407820034	0.41298741165304	0.165485328698654	0.838077562862167	0.190955041914463	0.507859521756278	0.160159943558657	0.250239649113721	0.43736303299571	0.429763396827778	0.30846456099177	0.484043056614826	0.713759294182127	0.345160955471707	0.482240726043977	0.334634401788672	0.181129278920831	0.111815295737145	0.213488545966123	0.367384113538539	0.785582693447125	0.152494741184477	0.762483144241775	0.165638328382473	0.475156457045882	0.146294886990373	0.293644422629861	0.271559324816664	0.327888668905924	0.40608857856518
cg14677013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14683055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14706226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14707886	0.865627094520749	0.909709494945274	0.913423788455752	0.8700578274295	0.929565375911642	0.943679503215124	0.954357188615714	0.902676543621044	0.888851227971389	0.961369489212367	0.937290440138458	0.922913225877168	0.913842666349786	0.950944787983834	0.940821965730954	0.914692658465119	0.917551374269528	0.910711624369743	0.946401588588349	0.897918625353888	0.925369867800991	0.894452774706237	0.964909515431654	0.951549745809902	0.927924295433787	0.899806431036479	0.965509203627072	0.931036909255614	0.937412737607275	0.901559675405573	0.84022869136155	0.915206050773513	0.911864401008368	0.909235005033034	0.925245741866117	0.890258362061118
cg14715098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14741811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14756640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14757759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14773480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14798158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14835746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14840439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14841222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14852920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14857615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14882797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14959695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14985830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15007326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15035590	0.812370477114665	0.801237524542683	0.534785969525912	0.664412902656731	0.922094968665098	0.941529027486691	0.855082662775946	0.141601844407372	0.898667855700143	0.842600947635141	0.494947813856448	0.85692164547483	0.301660006018603	0.922137366472582	0.602958678338033	0.810799068403347	0.543521160967549	0.655935091101267	0.933389267925327	0.79287862308104	0.886149754730643	0.664197369481408	0.932134489162403	0.941290897534983	0.688933304365926	0.720339929307147	0.958062559950765	0.769875550630721	0.390938464540894	0.805194013460108	0.705558852427097	0.842027952015002	0.744204334602356	0.907308963380741	0.878371063544483	0.70534973904547
cg15057836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15067764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15077416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15112210	NA	0.954273616728417	0.943974856371271	0.913283553487233	0.937951107485724	0.958854457609184	0.9640682437515	0.936997919285758	0.948355632730819	0.969593722180385	0.952712360077387	0.95122562215436	0.817892050150158	0.944067896321552	0.941567421860578	0.892029725573146	0.930729249294767	0.775997955110289	0.932196344555946	0.943555843967275	0.918238836134585	0.930156875416144	0.936780006805048	0.944209805009418	0.918927153149738	0.937491685620201	0.752156989149611	0.285018777681723	0.950725591506501	0.944780249433238	0.922871711161246	0.953093996427445	0.943007338979044	0.925313786805197	0.950190963964361	0.930689054184171
cg15162320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15172011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15175091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15263875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15293759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.595030843712194	0.463474092168529	0.497136026999893	0.350544102620549	0.626500955972309	0.791557036000753	0.885016228020907	0.394313198453364	0.665128550439255	0.777254242665524	0.900895701325575	0.579015850138124	0.518188348964998	0.815631672096864	0.4801411879911	0.373555136602678	0.432219777605193	0.531141204202341	0.824048186311221	0.556306811544298	0.638544647328237	0.450363209032813	0.874608511512484	0.876891789053583	0.507273451208329	0.741844218774975	0.872005172590944	0.750016097548784	0.771163159913798	0.63042541055592	0.352718558051971	0.687487010345397	0.485483491884406	0.441060085851482	0.542871700340007	0.414995614637735
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.961340090457068	0.964110657574604	0.964331560795671	0.961551514797007	0.974385287683717	0.966994104486611	0.950088349819883	0.961881053953498	0.965565394963474	0.941564077611805	0.969460297696184	0.971259087621284	0.966544536772506	0.962745626707482	0.961459916127378	0.964620209286513	0.962692315066933	0.967871444250559	0.964246946588444	0.962932537397299	0.959106744544831	0.969976011583639	0.972101702762282	0.952543642771412	0.967368076502341	0.950784045027796	0.959068063209456	0.966338615856302	0.969447592933328	0.966818575738394	0.95499775272863	0.972793138657403	0.970485675991386	0.963106930338935	0.970511657765509	0.96213978271531
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.870886910137613	0.748072469281897	0.873939173736365	0.761304911982851	0.905664371708768	0.89296320621948	0.370840857414229	0.889084555806911	0.910004400468688	0.948680555144082	0.864938688831132	0.859123715824103	0.853830542320196	0.718090996050287	0.760579653429789	0.779095102731149	0.8025705677933	0.784854425732562	0.889502679389909	0.539402143720623	0.465240668357049	0.756132404899578	0.886765313743313	0.933571446023394	0.791881021796002	0.505066410814165	0.934110180868918	0.907533954218991	0.804488293974213	0.915910600729851	0.400911643417001	0.927698268730903	0.544083785665534	0.68087933921988	0.933232512624343	0.887232631125036
cg15560337	0.217127985000951	0.489973948525371	0.655932312491488	0.492371448271353	0.735507016930841	0.178859776840919	0.261987542787648	0.156428670285787	0.462709869509061	0.126023568732801	0.244012429059853	0.476194942547289	0.231066489139335	0.504229038772474	0.645868166498572	0.349261504572076	0.342963656250666	0.411141388127921	0.751979220177629	0.309813164200827	0.1839615407174	0.413173183698071	0.62788035530803	0.355473242551054	0.357135901826666	0.37259345294556	0.698910181857869	0.324752189660309	0.403676068754872	0.305762476643353	0.363042989113562	0.694967529019867	0.574530546162399	0.725193782218441	0.509114259225529	0.516331912093808
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.923745044921442	0.685898774471359	0.92523034746128	0.890894821308474	0.933331428997058	0.945335948928498	0.431977715824824	0.925291636580692	0.953209861601802	0.968113403212594	0.938281338903949	0.945177254098437	0.798674328295263	0.928508679277059	0.941561507551217	0.821178831644503	0.918828823426394	0.884984129399017	0.953812537755272	0.593868316427508	0.433664206701867	0.920091651304986	0.9498827551402	0.94544724286892	0.950241344357872	0.935072947089376	0.949486448804105	0.941659678088918	0.95972766933666	0.945317934396706	0.926904982185104	0.925463387815889	0.908554342486369	0.937742688836025	0.937979106069195	0.940971431172169
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15703165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15708382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15718106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15733632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15771551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15814092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15820400	0.906395559305284	0.890183603604351	0.895545054656759	0.903954982081212	0.886731730138503	0.916664026908099	0.679887772056053	0.905685666824551	0.843487496208528	0.901080648154486	0.904654763071764	0.911645228045858	0.86644266665528	0.888716381071041	0.926268019714587	0.872165027712751	0.802441143371022	0.870966210836131	0.927123936060974	0.827949132918357	0.875755241121802	0.875224726856266	0.910854166789045	0.950029696820498	0.89104892502613	0.943262851561699	0.957719340713375	0.897968793241023	0.92285618814021	0.92767115535043	0.871592494492208	0.878591171829311	0.788405645350589	0.911240475089371	0.900841811043915	0.887225438080418
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15990679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15996647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16016766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16047049	0.954092224664062	0.968979199033558	0.97387230988896	0.959619432206592	0.954534167392171	0.980693860570875	0.985170962370509	0.964333833621063	0.976764039105165	0.980134123861365	0.978295899419373	0.967613523308974	0.948600783323486	0.978637097125285	0.967239274599963	0.955322112990735	0.961790307844593	0.964152314298559	0.976919214501325	0.974281085317587	0.977672940018998	0.957834871351514	0.984514283029444	0.967387098480413	0.97800840686511	0.969367377657991	0.977313336204517	0.981118482166898	0.977104070261299	0.968523339852445	0.96768325806954	0.980213253067838	0.949999137609802	0.975381529826777	0.964133863902259	0.969685439313541
cg16067453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16098957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16248160	0.91973936048515	0.929041667914739	0.923461580906234	0.944643779820131	0.871449492237306	0.957696735909262	0.811926051038058	0.958074741086731	0.890645646642672	0.947927102354262	0.857173111134429	0.525867214297696	0.965918096975188	0.771471747292741	0.862156680254948	0.812261725425663	0.933420562979731	0.852522926526012	0.897569975796527	0.766621974294806	0.949125153518515	0.907790099194616	0.806284274904165	0.932703827814078	0.853503576870649	0.834667376236478	0.883808183739279	0.352899847074023	0.294128541477379	0.946285552557303	0.835164646308388	0.62464381567538	0.867296879775452	0.612890820666629	0.901236985432609	0.778844488707891
cg16287042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16297530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16315980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16320398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16333561	0.904617596393817	0.889034595565603	0.937719245607876	0.940412963849434	0.902530094324263	0.907600646937447	0.900658029828615	0.913346970914089	0.887786788922582	0.90219562673829	0.911630197569393	0.931669278686374	0.903485773978944	0.927502387931657	0.922064871996688	0.867350506226262	0.892162744013179	0.902833965819998	0.890897005749532	0.868708976062373	0.834206022724985	0.882868855727801	0.919189866442403	0.931476327498993	0.879484818669872	0.906833956902193	0.897966140252036	0.870489387082285	0.912262341496909	0.923720263108042	0.867384218223354	0.94765800367375	0.901573239733962	0.643744199271394	0.907925092505023	0.870351115612101
cg16356630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16359517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16362587	0.955745246768119	0.949582445322293	0.92702177056898	0.937172085045558	0.953029849444273	0.964694325651776	0.947360267916592	0.961112265386287	0.951133838986576	0.958627948556127	0.96364736064027	0.942040576647285	0.953576039679558	0.93848746600353	0.928104974048768	0.956437051485964	0.897282415864729	0.944027733272603	0.94882392753605	0.964653265331149	0.925846060624855	0.963125687021029	0.93717445258079	0.966249704778962	0.953303019222532	0.940093973100333	0.944859878864999	0.939641142739704	0.940372002454799	0.913654415966352	0.93204508709572	0.956046157961428	0.940643595465381	0.930194631144657	0.967251077652887	0.955425890842968
cg16376484	0.37369069592373	0.761360175483005	0.887040151627205	0.852540588944481	0.517438902411904	0.809013482249877	0.727562903939384	0.872846684483665	0.819524554534375	0.849112628641975	0.843985591972171	0.601036044358707	0.80751315943373	0.782265351969168	0.850304941076696	0.544166260509681	0.569632722855957	0.835988052987605	0.862810275458614	0.572424914989923	0.428656638888655	0.862563801466602	0.660704255026643	0.897705059739994	0.757029586728254	0.631665294258629	0.807674577504141	0.332427454641287	0.718226756765411	0.797597433975571	0.781208053709989	0.730612195099743	0.782718277282326	0.796502236965962	0.870530787396035	0.77912327974544
cg16393125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16395183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16414691	0.912847777922265	0.394011378557967	0.872701249507669	0.754143160897539	0.808185506573068	0.726217711188276	0.304084551452972	0.876288478627724	0.402358698289457	0.834784960676665	0.856107262227874	0.857259807063965	0.844183657010964	0.66062645269183	0.868499719024879	0.816826331279657	0.807046423307684	0.770122517545945	0.765249296971643	0.236971837141608	0.591924829451204	0.840062617838982	0.830491055657397	0.886116928683746	0.834212560276512	0.888375743547217	0.891542805295307	0.901396171102533	0.861714912299104	0.742011718733341	0.776525862695413	0.832992726784576	0.609374751101593	0.708079357102477	0.771745921164686	0.777680545406947
cg16452272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
