A_CpG_ID	TCGA-FF-8061-01A	TCGA-FA-A7DS-01A	TCGA-RQ-A68N-01A	TCGA-GS-A9TQ-01A	TCGA-FA-A4XK-01A	TCGA-FF-8046-01A	TCGA-FA-A6HO-01A	TCGA-FF-A7CW-01A	TCGA-G8-6325-01A	TCGA-G8-6324-01A	TCGA-GS-A9TW-01A	TCGA-GR-7351-01A	TCGA-GR-A4D9-01B	TCGA-GR-A4D6-01A	TCGA-GS-A9U4-01A	TCGA-FF-8062-01A	TCGA-GS-A9TV-01A	TCGA-FA-A4BB-01A	TCGA-RQ-A6JB-01A	TCGA-GS-A9U3-01A	TCGA-FM-8000-01A	TCGA-FA-A82F-01A	TCGA-GS-A9TT-01A	TCGA-VB-A8QN-01A	TCGA-FF-8047-01A	TCGA-GR-A4D4-01A	TCGA-GS-A9TZ-01A	TCGA-FF-8042-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-GR-A4D5-01A	TCGA-G8-6326-01A	TCGA-FF-8041-01A	TCGA-G8-6906-01A	TCGA-GS-A9TY-01A	TCGA-FF-A7CX-01A	TCGA-FA-8693-01A	TCGA-GS-A9TX-01A	TCGA-FA-A6HN-01A	TCGA-G8-6907-01A	TCGA-GS-A9TU-01A	TCGA-FA-A7Q1-01A	TCGA-RQ-AAAT-01A	TCGA-G8-6909-01A	TCGA-GR-7353-01A	TCGA-G8-6914-01A	TCGA-FF-8043-01A	TCGA-FA-A86F-01A
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.92135341912574	0.79201335676481	0.924654787183921	0.740786188584408	0.519799469588985	0.92482864906456	0.848227922668179	0.765156912350693	0.903749879016558	0.924837098685526	0.768944754354156	0.899643383011266	0.928556969083705	0.903659794114395	0.9070203086297	0.901700723413232	0.634025064745285	0.808906110837894	0.941360794975265	0.848790090593535	0.924127090963522	0.835415485582242	0.84694736789894	0.618935496335607	0.937446531963948	0.89087924929693	0.890576189544021	0.890443809155792	0.742462338193973	0.604249743933452	0.910870850691491	0.908903140644066	0.869439722284622	0.826921174073765	0.914337554864177	0.749959080793488	0.922063952682717	0.832389728847563	0.690384419593689	0.948890614193532	0.759390448306757	0.780967960372227	0.886574325539442	0.93036548480417	0.595256863720408	0.909338769381888	NA	0.823991274758636
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.963415727939583	0.663159634072647	0.901583449475356	0.943624297507926	0.966332220181821	0.684972938775709	0.736917817910578	0.706191748604942	0.960673118128826	0.962192115627846	0.959757073860379	0.949736793108441	0.691016267962945	0.714022868675915	0.95073751328899	0.941892856471355	0.965205964263636	0.959625596023825	0.973401262212839	0.956778406011599	0.638199731801954	0.812306170040854	0.539609521663763	0.932311620808196	0.952314477659113	0.95256867429405	0.886292595806271	0.448291342361815	0.499228244263287	0.951537228988763	0.924003324762781	0.963584176763094	0.947476221095095	0.961257177369349	0.943272293427882	0.973908786089013	0.966081938518055	0.950184138804197	0.952441801907772	0.89709883379631	0.515124681106701	0.957169455812247	0.304227989610513	0.962984929420442	0.953326670624705	0.85470299200493	0.664679169188676	0.90305239602632
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.199724080463043	0.632311397037415	0.605116795437444	0.107671510227147	0.249192460059637	0.805400216968734	0.596412596008874	0.456854021970697	0.842161892532085	0.587052704826501	NA	NA	0.424592091135346	0.371465635781287	NA	0.558930070730911	0.710717036952301	0.691982244371048	NA	NA	0.198129074942756	NA	0.138059953067782	NA	0.827857975522538	NA	0.317874607653975	0.68595893017469	NA	0.350633324781754	NA	0.729506921753031	0.825387084186178	0.169578579153049	0.391943455410717	0.619579973927953	0.488089509852923	0.588647955991376	0.620926504828145	0.118678918243516	NA	NA	0.175685095298732	NA	0.252149860768797	0.335964775537816	0.162453214855064	0.594288821013997
cg15560337	0.268416247739862	0.525078221963927	0.313366155736062	0.396893198456686	0.374353943110261	0.383502549638391	0.675902090708372	0.72696433748246	0.653563671594338	0.591861694529876	0.491508353950593	0.558659784926448	0.636277019543676	0.67681596146556	0.657473988079286	0.438953936316058	0.667729174272078	0.575488441299801	0.453854578235557	0.700038948051802	0.360449535053531	0.39205255365607	0.217035342534012	0.325057968428879	0.681349445384349	0.546205558149317	0.363130637211292	0.345420250151096	0.309477461867684	0.429191388411992	0.690693806942475	0.634049416309617	0.532575674897957	0.499105075033465	0.224837896615375	0.758683095520053	0.612747980806415	0.554843645460179	0.430882538886582	0.144926255532687	0.368084205848347	0.146037302031274	0.562251565007993	0.39682114890109	0.410806195683336	0.38304254224133	0.235204808773733	0.630230975338624
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.93059780278525	0.291299220780681	0.535107026941416	0.849512735685097	0.325447362561441	0.943933969939234	0.918184898525238	0.926102606715304	0.94903425414831	0.923944946227728	0.927752736852766	0.806029573965676	0.400579782074205	0.942164739448274	0.897505312251966	0.800656148943855	0.930144619129394	0.841057844589869	0.916453516829914	0.91784139984271	0.947408737562029	0.863361657618251	0.0907622022351897	0.569532749576375	0.923180624199952	0.74294149866423	0.94238815980288	NA	0.519677746401811	0.785329868828434	0.882458379212917	0.9230754401927	0.9372531403752	0.726720386860261	0.423088335794624	0.945107963774144	0.86048392607924	0.946045765528186	0.872142844284286	0.931662408047905	0.851988730558286	0.946759578649834	0.928594799341227	0.909214659637804	0.949434096108885	0.884382126345922	0.893615788911764	0.936514572775712
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15703165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15708382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15718106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15733632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15771551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15814092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15820400	0.931541659851772	0.83801537814404	0.562478098952199	0.928561911781829	0.342467612246363	0.74549063732019	0.939014983850633	0.917921569913585	0.940990326552139	0.921602689872389	0.739959887384904	0.931445406401823	0.373142389915074	0.904920320166695	0.952162323360221	0.893027406573009	0.795244855395443	0.921446930815454	0.929976552653528	0.91706106654254	0.87968320779838	0.797971467554443	0.0874774718703213	0.893688672371714	0.929373348762172	0.941491245767527	0.939073376657393	0.853448396617128	0.462673642939592	0.663999660261567	0.93879114796861	0.86490713026864	0.733232690531473	0.936707279666041	0.637566703250119	0.719201140813525	0.913429212857101	0.855287080924247	0.8071014258663	0.554344588724782	0.759423386573272	0.938526745652306	0.959207117656671	0.424462015129142	0.959819300170613	0.768683924915223	0.572781675742915	0.735355411478457
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15990679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15996647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16016766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16047049	0.966892068290044	0.976159555278402	0.900464075116362	0.983987464650166	0.887867581051389	0.940398338277459	0.973889454068678	0.980920160146985	0.97834700177506	0.944220546195433	0.966345919948164	0.948628616785592	0.969962896047654	0.974684007952045	0.975517621406725	0.970986027388584	0.980043820573158	0.963216071852994	0.964787157889716	0.973035220348851	0.89433156421978	0.867943604911771	0.952272460382784	0.977750699752971	0.97428491958269	0.968463255586908	0.96666657834545	0.968360276667237	0.933071217503963	0.918748506752217	0.972126649194467	0.970218310501392	0.951739725927347	0.960517215915372	0.976051970414614	0.92630334890599	0.975979896948187	0.976174415526536	0.958227475891446	0.961715593819418	0.977192147600792	0.98070377520514	0.935845138664738	0.971631636492937	0.974942759742206	0.975644517290641	0.915675328011774	0.977993717986993
cg16067453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16098957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16248160	0.278014937098489	0.921936290510202	0.52106971291937	0.676238645818966	0.549261302161309	0.876316845989556	0.684115708019326	0.65882592105443	0.794285630508123	0.506328557692212	0.888655406284038	0.850822306860623	0.578917893170232	0.856713638182834	0.493465950225982	0.749088186206605	0.81361522146545	0.670895258164546	0.860101336677317	0.535225721381638	0.587254398737486	0.360088225241985	0.899864067812533	0.589700838443277	0.89396955071212	0.388119827454764	0.879673778688556	0.589052345268197	0.394992425564757	0.619551010158341	0.779051776027534	0.72735762589014	0.538616757519839	0.944074063676965	0.206050854500828	0.583428210185481	0.48472577012995	0.89666009717071	0.777653532818165	0.154809227340311	0.896955975821372	0.183390578501293	0.733907011771534	0.614133718503101	0.499746753015965	0.753172600384092	0.224115493147612	0.777852112969344
cg16287042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16297530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16315980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16320398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16333561	0.87174904385518	0.945577803372209	0.92010287940168	0.931374526527114	0.91267343313428	0.946759314794831	0.902126115897296	0.895714035458401	0.923406104727683	0.890945269156156	0.938107493131833	0.89886746639768	0.898601796314296	0.894863117690583	0.923481666085658	0.917332100075213	0.926775935141849	0.930276947908596	0.946581740197833	0.925153649542454	0.908174425525898	0.933093868313666	0.925860644855458	0.936757575613676	0.934441324650729	0.918636137060137	0.940465323286577	0.916873650907865	0.907468107241438	0.928846708367899	0.919201675945343	0.911229586356103	0.930064644138788	0.932147426936256	0.710634687617554	0.920587360647407	0.915150679434204	0.917317690150316	0.725715895458526	0.933718198103897	0.926907817411629	0.924511802769131	0.876776282474338	0.920772247651719	0.832660812989526	0.892011979416291	0.934430233116714	0.924053825804605
cg16356630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16359517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16362587	0.927770082603567	0.939783761797905	0.919731259407894	0.929763399079351	0.921885545356912	0.955635435110166	0.924108590261789	0.947421892861695	0.945601290100107	0.9530046761475	0.949981628114889	0.940494094312942	0.907153017698639	0.92841808384497	0.913872899324833	0.93006330633788	0.910369488642371	0.918680526690459	0.923834317238625	0.929850570279273	0.968836087292278	0.822651181817726	0.92998114147071	0.931820886269535	0.928112954521117	0.890763333892028	0.948228432796673	0.942173153328295	0.925481998233494	0.950833693954728	0.939018708166677	0.913085249855869	0.937872090342066	0.925134291440614	0.938391219042929	0.932296302300425	0.938742150107769	0.947766920025295	0.928407874434639	0.93751554507557	0.92307620021018	0.956462563588058	0.916454702657563	0.947663713705199	0.966055632521718	0.942730402454708	0.951164072779296	0.935938240517864
cg16376484	0.859766456596789	0.948443334244027	0.872231875184391	0.927071930775598	0.843408991725829	0.839845164336052	0.861637300895189	0.915173598188091	0.875930201647239	0.881495809691571	0.892291306370424	0.836896453148236	0.8506564227138	0.879239411652721	0.892272250100257	0.813363303340987	0.915059359909283	0.850236459129588	0.886995008192924	0.882840061102967	0.843248320736091	0.896995545279582	0.89469423680542	0.828570283032909	0.86169266250647	0.89565085332738	0.877321310119485	0.83662309029164	0.919450521830247	0.928144713088028	0.871337533953867	0.862001365897123	0.862596628497665	0.878684200986245	0.902345180392947	0.91728224732578	0.863351040097153	0.903432420086763	0.860502733822119	0.871536393183768	0.9097638162934	0.874355699674088	0.856692373218912	0.86164240873901	0.869807236825944	0.856219267203425	0.87192111769672	0.89007195857214
cg16393125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16395183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16414691	0.198059128538593	0.263622960854058	0.284549643117804	0.178220907827466	0.224938780259313	0.69436327356397	0.77867854304854	0.90905155296485	0.819825953177135	0.9010653980197	0.503769851606642	0.681745694171465	0.35474684443325	0.70137740219868	0.903684329106192	0.664688904869203	0.809677440373956	0.7558583849869	0.267221450333816	0.435375191838853	0.203663286905275	0.367091752099434	0.0996017916917132	0.391042332191677	0.41216170214132	0.695513444665125	0.574661722098458	0.419226190620746	0.288508508691816	0.50182394680574	0.752348741809808	0.842616257734109	0.575283434212015	0.660162848299279	0.150111187172663	0.1122512128028	0.530413392396039	0.878979075516125	0.623789849317604	0.106904015627374	0.606124666724393	0.125908069666344	0.498150815566343	0.468625022883582	0.921328758369812	0.798215093414572	0.21576828402386	0.638197473369495
cg16452272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16461335	0.531555198530702	0.356441561455015	0.784797826846738	0.653398380093759	0.324480231373006	0.751101183053896	0.704643522345877	0.785736690296639	0.656095882795254	0.581155619267181	0.682175972460876	0.578155223597307	0.556577656277542	0.785560725503883	0.752797794089641	0.482432735207242	0.766932148727927	0.64564192801058	0.567315118157702	0.622618038348646	0.537089627295175	0.746358465078013	0.519491821072264	0.618128149204499	0.798837265084062	0.601961390567265	0.502637193229157	0.563639846873777	0.624461812985828	0.563827350162482	0.72853135707516	0.700522957299647	0.738986079890965	0.777187610999485	0.476565113439464	0.855687101318992	0.695417288480571	0.677558194586362	0.517092666647699	0.501157029400853	0.629657375707768	0.816855402805755	0.818949221066683	0.568596826431808	0.757175413981875	0.446136735741249	0.59958127682688	0.758760746258234
cg16468183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16470306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16470963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16472945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16494843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16503713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16532362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16535779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16543943	0.883475356778796	0.943373703123279	0.919932967581341	0.901324241938714	0.911965665913988	0.910416324035838	0.870888323755879	0.91388813701177	0.873120569878262	0.924935187446011	0.903426834141066	0.881959926423346	0.912961293110764	0.897442311059159	0.891743552527658	0.879923173739133	0.877084394412482	0.906328529084441	0.880394754427489	0.873858667329467	0.931350474876808	0.913812642250594	0.917324392135598	0.888835311706257	0.86846629068943	0.883935936341714	0.893596763693912	0.916406200264455	0.913353356384586	0.923000380002802	0.900143407496564	0.885500024030688	0.893898993869144	0.894705094559786	0.895597632508782	0.900261538245986	0.911775045009961	0.910218973328997	0.885306220748498	0.911071565092623	0.905066511536078	0.931133371326449	0.889497567160599	0.928693471017195	0.874512978505746	0.884850173542349	NA	0.893998749135014
cg16577356	0.0931174468897744	0.0795986352181602	0.0892491541353809	0.053990288751809	0.0958167483402977	0.139120012517011	0.0770023665348088	0.0943813457641818	0.103783066008673	0.101395777524153	0.176166927918553	0.440725774032278	0.119688343823	0.0747779919167766	0.0817123809348382	0.219608075930808	0.0769654161479578	0.145594703845666	0.0922183759942758	0.100949367294063	0.097133975935709	0.133562966105425	0.0707033171122497	0.365589756307619	0.062885765310852	0.115097102074777	0.101786635852399	0.0573392186726429	0.074787608111153	0.088688623063963	0.116437094521384	0.0964719171033149	0.0940774255030406	0.0858983747254054	0.0850397688309589	0.0972383014934509	0.173703391630408	0.0916685401055426	0.120387731656823	0.0656120790431418	0.0661444674217993	0.0787146829965718	0.179247843682348	0.0573932469231737	0.084930504123204	0.238544898213261	0.0922155149421553	0.112557055215634
cg16578802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16583381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16596250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
