A_CpG_ID	TCGA-5X-AA5U-01A	TCGA-13-A5FU-01A	TCGA-59-A5PD-01A	TCGA-VG-A8LO-01A	TCGA-29-A5NZ-01A	TCGA-13-A5FT-01A	TCGA-WR-A838-01A	TCGA-OY-A56Q-01A	TCGA-3P-A9WA-01A	TCGA-OY-A56P-01A
cg12401953	0.934095070259834	0.311631535680044	NA	0.149355088829699	0.90041675330436	0.943104721445272	0.931357160095506	0.863498719660384	0.137615855012455	0.92434879441352
cg12419663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12470218	0.936992948884143	0.926110076095865	0.8947923287689	0.91463262842397	0.932420813695124	0.886546586383889	0.927555236163192	0.942037010873174	0.9299450413634	0.921768551006672
cg12475092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12501523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12514654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12525774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12566078	0.896362944984526	0.664613158245433	0.545584868949364	0.576506674564902	0.172383469098441	0.206208869090134	0.117093645257787	0.236159409320163	0.172042718086081	0.898244454611225
cg12578116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12647952	0.186894418384461	NA	NA	NA	0.147871606121654	NA	NA	0.102388853943736	0.230687770011438	NA
cg12678329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12705541	0.3595419679161	0.110642323793411	0.106611957131326	0.0586181486234122	0.900864532111133	0.541461511209995	0.634380094464831	0.903209546639325	0.105277507560918	0.905946345165751
cg12728543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12752449	0.837480102896358	0.883716993791215	0.940780718567263	0.923526527828205	0.923649764208903	0.890202804844132	0.911172961027825	0.935518808724706	0.55071154790241	0.92504575092777
cg12757890	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12765935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12774391	0.937269794046597	0.941719730155056	0.928318110496836	0.883397339572821	0.947335882166974	0.928627363865097	0.930407490958732	0.937870928572484	0.940537885775963	0.92513989763754
cg12794109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12809883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12874388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12882999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12934659	0.286555577869851	0.42832709174845	0.413184662663159	0.327123760881562	0.196115764761156	0.325698449673189	0.146156284630283	0.601317916917341	0.255648298069907	NA
cg12977946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12980798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg12985923	0.701537488062421	0.957004274041106	0.906662068476071	0.942886122569895	0.96690730673296	0.819517026744325	0.932534199156181	0.842357599844372	0.809157913329922	0.957136798495963
cg13003329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13018639	0.8886534627302	NA	NA	0.887088720705057	NA	NA	0.930913200628936	0.897078445376689	0.130332274414286	NA
cg13022905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13060607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13082604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13105167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13155421	0.938169334579415	0.530249027554996	0.854002674404251	0.773232648409275	0.875416839076083	0.916666351703521	0.966870394827939	0.952373584114009	0.621697383916733	0.962574393160383
cg13202514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13225272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13227480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13234587	0.94895891455233	0.918634259326198	0.476768134639817	0.939445814659158	0.925284460485734	0.952491580837565	0.960658722104098	0.932707462591634	0.170712939918533	0.942066636937333
cg13244886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13247922	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13278241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13324357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13342370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13375629	0.48838151926356	0.890537430417028	0.306839881888835	0.917619349809526	0.548002253012331	0.923710911446459	0.865837009031599	0.365641655336912	0.180486679972241	0.894022193024747
cg13386084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13391607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13412213	0.914733023548215	0.516506301006642	0.297672275768412	0.880076917989619	0.72299737675102	0.316955607747644	0.269731265214004	0.143064991482585	0.840575446218331	0.925743446588591
cg13415320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13436725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13442045	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13475915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13487422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13498940	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13534903	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13542042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13574050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13579926	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13583523	0.921862374927164	0.622470275889308	0.128707696842643	0.110869208158013	0.152116783796041	0.479716915629175	0.131930541145565	0.0719009403088231	0.329471381555121	0.658978658873348
cg13594837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13597865	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13599051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13614060	0.816965509098171	0.383712541007852	0.251952997883787	0.792195112968339	0.566886904130128	0.212087533457343	0.853096420787207	0.543743150676258	0.133988793811108	0.887116527282003
cg13625213	0.966081581940676	0.595505002472013	0.723586796569743	0.964274738578703	0.96332494278244	0.599331075113597	0.963300623357145	0.950989231159224	0.407576905882297	0.963474450739578
cg13642800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13644646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13662724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13714241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13715827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13716167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13717555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13754621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13759931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13781938	0.948663152338501	0.900319729160468	0.66453033722018	0.816911117127164	0.748067046395783	0.603084209977575	0.82262252369091	0.917071029965074	0.546769400446964	0.960690758284815
cg13848981	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13873902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13876071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13877944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13882046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13947513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13979194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg13980410	0.528120691132067	0.434908250260829	0.241085002002682	0.877781373630408	0.539207244489017	0.567692433020226	0.928986520730196	0.933369485166727	0.219310263837773	0.880784382705393
cg13982037	0.920002898545541	0.601607519567533	0.25429931976746	0.0959394155033231	NA	NA	0.359110774866161	0.319610444183996	NA	0.875851571682146
cg13983495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14027704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14029959	0.23026290404815	0.616293687832033	0.308503451732192	0.685296804148241	0.369199453140273	0.460676586317717	0.197586294708599	0.149062150213418	0.295425751926746	0.373256439514026
cg14033737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14041094	0.942812155028024	0.896766028998872	0.51887164068881	0.946436071266131	0.349242866769514	0.31268055920028	0.911034000376447	0.851641122773974	0.460241851320869	0.911116998744476
cg14048785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14102569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14122723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14143323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14153625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14178937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14184524	0.0877318826002957	0.530475262419547	0.26995751893747	0.164891490792151	0.120327092340159	0.276326403876893	NA	0.0857500931526871	0.612661618202181	NA
cg14212012	NA	NA	NA	NA	NA	NA	NA	0.072930173727648	NA	NA
cg14218089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14220427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14305657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14310179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14319700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14347328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14373718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14390884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14404146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14430410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14444297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14558728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14571682	0.965397699218444	0.951105534390203	0.837702516027722	0.951960307952462	0.961312772721403	0.942117035736053	0.956308266151007	0.960982286922587	0.950417879899241	0.94990738957161
cg14595915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14607955	0.969267313274221	0.966959440587953	0.938560895664242	0.955566145431116	0.958644151389443	0.957719648915626	0.956488865954091	0.958958011238576	0.949830442561988	0.95589746124378
cg14615553	0.928409170443178	NA	0.895779836531912	NA	0.844532641041488	0.651259602769482	0.700289754836607	0.937826751566159	NA	0.917814424339641
cg14642414	0.955818363596329	0.421057319466602	0.753905530464703	0.634439219756974	0.51740077852938	0.913732558987575	0.6726090433211	0.908689734498082	0.344699445081656	0.947371960793426
cg14650677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14670213	0.891865213310974	0.680739489985947	NA	0.849800656660541	0.1822961717267	0.387152262401012	0.258621815904359	NA	0.256783652040069	0.903522597792892
cg14673247	0.622913290342774	0.167968406413553	0.118981621618056	0.0713374770155572	0.112366651895436	0.2621592697982	0.0733896250301118	0.0470713155860882	0.0693725370514851	0.822580084868088
cg14677013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14683055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14706226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14707886	0.940938278614731	0.913761950488522	0.935319390140962	0.933900177934439	0.950090423390789	0.931760887312239	0.934169974536582	0.946716842994074	0.932555371991922	0.951699356437183
cg14715098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14741811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14756640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14757759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14773480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14798158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14835746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14840439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14841222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14852920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14857615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14882797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14959695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14985830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15007326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15035590	0.949171102445906	0.93913746269008	0.7948715058503	0.856605914985595	0.925917382881674	0.936920876897058	0.958150838182569	0.932539659539978	0.617066600906925	0.95337445796971
cg15057836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15067764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15077416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15112210	0.941092872500095	0.951362951234334	0.665814508328161	0.954330394310295	0.969840923122274	0.943151282983024	0.959435942631455	0.943043084916065	0.896960221236696	0.941293923784147
cg15162320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15172011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15175091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15263875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15293759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.89437629573594	0.912171111866149	0.914146389342973	0.952569498923475	0.922726230527117	0.945645990401038	0.886206651095986	0.892283122630915	0.722420419250711	0.879649259320137
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.964364383476102	0.970042963072024	0.958185877875507	0.972211260265024	0.940946791540997	0.938979389825294	0.968205465892962	0.963347970771233	0.96396634817988	0.949673595631506
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.925043776295923	0.889651740567001	NA	NA	0.842791671552091	NA	0.826197807067141	0.935032613896736	0.899561804969925	0.88523724081541
cg15560337	0.475882660431825	0.208595606614608	0.2042190669792	0.1473183221374	0.179751421970791	0.211392450065071	0.0742423561681502	0.0492008098981128	0.148750328116055	0.546743993044367
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.226576283712626	0.916664731501822	0.280362341288957	0.951466248369253	0.19575623282947	0.21906253128787	0.808786938430728	0.273906841421838	0.132433633997211	0.930777454338709
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15703165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15708382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15718106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15733632	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15771551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15814092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15820400	0.957293884964577	0.945820440801616	0.917060868828267	0.928059399527156	0.925803171339252	0.907425880155631	0.950508458441003	0.945121617274609	0.920052846828267	0.935366333286648
cg15843977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15847775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15874144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15886896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15939182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15990679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15996647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16016766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16047049	0.948869749659974	0.978613534797901	0.899941588210511	0.927883078673765	0.870596960800517	0.964772421054652	0.966471535006933	0.975669347842958	0.963923781672438	0.966852924528274
cg16067453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16098957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16103996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16105080	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16134501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16248160	0.427811010146507	0.569788882511103	0.258199516305169	0.922929012267477	0.844604013492054	0.881874452332026	0.935524326305473	0.402912982394221	0.147270285896466	0.943290516487076
cg16287042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16297530	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16315980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16320398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16333561	0.919578927970301	0.794868272010269	0.396111385314474	0.953827034141937	0.586531512768014	0.364753281189259	0.939401525330731	0.730854415663666	0.215740508066469	0.937174844976067
cg16356630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16359517	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16362587	0.956327263196218	0.960337907686475	0.946661184115738	0.934966978563004	0.917704602476319	0.928807162271906	0.95581493046587	0.930414401477938	0.92025764624673	0.922754961701135
cg16376484	0.897504658803095	0.853052509773328	0.713283749031897	0.871729345020814	0.842160903260576	0.639533415309041	0.836421799357818	0.74814639259092	0.493581786828307	0.848799325469207
cg16393125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16395183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16414691	0.773593974116988	0.665042404517702	0.698039990284782	0.433686651040707	0.607634980025354	0.905403683697019	0.914503212553013	0.897181967431992	0.781859319762085	0.872326062798004
cg16452272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16461335	0.844413468263153	0.616394546727559	0.348718285845948	0.761771115710192	0.453234665372915	0.480310934923089	0.388057621946424	0.819973928830342	0.501979530233684	0.760104821565814
cg16468183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16470306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16470963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16472945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16494843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16503713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16532362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16535779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16543943	0.909062268881089	0.902264119726073	0.88437029907529	0.891295860050526	0.918325102394905	0.893328617694811	0.866144686741297	0.925328822005401	0.916314626779769	NA
cg16577356	0.872295887764111	0.665601709602976	0.721664099036651	0.773511150177046	0.884139795539695	0.45299700104648	0.926945402527375	0.866414074148507	0.148684590346187	0.939137641432005
cg16578802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16583381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16596250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16601146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16620160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16656411	0.0804931223237354	0.0419202929834452	0.195169863015251	0.0722142031247069	0.0855946337909727	0.0414781090057435	0.0307901807762117	0.0406844775335489	0.867290939208408	0.0333618744187535
cg16669485	0.766502544816022	0.720550202041201	0.504477512257672	0.469202719195875	0.438218538679155	0.650987214818347	0.915689726951188	0.0566761555257689	0.190770083003387	0.149234879589987
cg16683981	0.881807909292059	NA	NA	NA	NA	NA	NA	0.896791132647834	NA	NA
cg16710828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16712481	0.943562675483057	0.916736311480626	0.502433463027281	0.955316654497538	0.295280688623079	0.383260865755618	0.472040683418734	0.633622613218701	0.214421472545015	0.938632882658362
cg16713069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16725552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16739054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16741463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16780032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16789902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16790676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16869809	0.263579730555619	0.416951970051639	0.497378771807954	0.660955168562009	0.586887849139689	0.518599827445634	0.65233874745007	0.84565589909943	0.217533897888538	0.910456756589579
cg16944496	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg16952929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17027033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17051552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17056317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17063731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17092860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17132591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17140133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17146997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17182464	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17210130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17216266	0.957979052688993	0.942129579468474	0.874446142343486	0.914462513117729	0.919726565966238	0.937226309226742	0.952318050924256	0.939855750784594	0.295534599606504	0.93205732462902
cg17240701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17272549	0.939466934831286	0.762717338075515	0.898835965915492	0.887248287490497	0.900260248672415	0.920758293981947	0.941992655704369	0.943753453303479	0.903418056554343	0.928903785046423
cg17273919	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17324339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17333139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17365377	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17367457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17440987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17447300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17463277	0.249793475731263	0.20588415169219	0.207516053986399	0.140692943894892	0.143105045748625	0.209723164894477	0.319779426907684	0.145015468236989	0.140095013258313	0.398844348876559
cg17482273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17489282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17521526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17585181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17592693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17613911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17639413	0.969256589523521	0.93251898435408	0.903700363192487	0.657944330186202	0.642197745415747	0.367280091694276	0.9565874454388	0.546553999609355	0.928105145195102	0.942947150714796
cg17651095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17659797	0.872528287427437	0.802987132662638	0.496030890398483	0.817495862356892	0.668793551454006	0.538869319044533	0.848947666933542	0.9287789779228	0.367194165055402	0.827671671103554
cg17727418	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17732646	0.954363426801227	0.96316906774401	0.932582821926192	0.950168976359517	0.956085534615527	0.957915214061642	0.943132280920956	0.956573645039222	0.950913938639133	0.957504207330847
cg17857642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17862146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17900273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17917920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17935214	0.211886915903689	0.511400100593021	0.400875950859884	0.607848582016135	0.236531112655841	0.274935324696852	0.552893110344274	0.299374037212877	0.253708547226938	0.498469730674177
cg17947225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg17967453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18030084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18047609	0.772669881937148	0.510391276382662	0.187592071704516	0.924798703958233	0.884341302810839	0.825226282407881	0.924400710792729	NA	NA	0.90158976358753
cg18067665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18070057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18086868	0.624203912168567	0.293636862059087	0.167812984237057	0.0965668556092914	0.160209286830649	0.139474350210211	0.625353930247121	0.206300332009181	0.088271195115395	0.391939791136113
cg18105665	0.971717913659109	0.765779770812232	0.957897587623176	0.959544276289828	0.839875976329231	0.778683914951438	0.95223053713136	0.957819188134549	0.759544903436338	0.965313869781381
cg18140324	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18143116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18183019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18193230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18221988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18274510	0.363106413188757	0.897994492481817	0.472075976083721	0.241840987358083	0.226694351819666	0.517129994787027	0.267467225632744	0.118128704158111	0.509829193077204	0.528888709142616
cg18274732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18275339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18296448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18309935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18360585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18381729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18401511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18402433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18458116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18461093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18474718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18494563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18516241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18522822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18528124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18545561	0.835886548613904	0.496333143856712	0.332853227948074	0.847467720464043	0.779988885314252	0.195121880991771	0.822707675496704	0.669863080081096	0.188033618735935	0.835377220358145
cg18569952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18604215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18623351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18625258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18631513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18637291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18690712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18738114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18771118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
