A_CpG_ID	TCGA-KO-8415-01A	TCGA-KM-8477-01A	TCGA-KL-8337-01A	TCGA-KN-8435-01A	TCGA-KN-8432-01A	TCGA-KL-8326-01A	TCGA-KO-8414-01A	TCGA-KN-8431-01A	TCGA-KO-8410-01A	TCGA-KO-8409-01A	TCGA-KN-8421-01A	TCGA-KO-8413-01A	TCGA-KM-8476-01A	TCGA-KL-8332-01A	TCGA-KL-8341-01A	TCGA-KO-8403-01A	TCGA-KL-8334-01A	TCGA-KL-8344-01A	TCGA-KN-8424-01A	TCGA-KN-8427-01A	TCGA-KO-8406-01A	TCGA-KL-8329-01A	TCGA-KN-8419-01A	TCGA-KO-8408-01A	TCGA-KN-8434-01A	TCGA-KN-8436-01A	TCGA-KN-8437-01A	TCGA-KM-8441-01A	TCGA-KM-8639-01A	TCGA-KL-8336-01A	TCGA-KO-8416-01A	TCGA-KL-8327-01A	TCGA-KM-8443-01A	TCGA-KO-8407-01A	TCGA-KN-8423-01A	TCGA-KN-8429-01A	TCGA-KL-8343-01A	TCGA-KL-8331-01A	TCGA-KO-8404-01A	TCGA-KM-8438-01A	TCGA-KL-8345-01A	TCGA-KL-8340-01A	TCGA-KN-8428-01A	TCGA-KN-8422-01A	TCGA-KL-8338-01A	TCGA-KL-8325-01A	TCGA-KL-8323-01A	TCGA-KM-8440-01A	TCGA-KN-8426-01A	TCGA-KL-8335-01A	TCGA-KO-8405-01A	TCGA-KM-8439-01A	TCGA-KL-8346-01A	TCGA-KO-8411-01A	TCGA-KN-8425-01A	TCGA-KN-8418-01A	TCGA-KL-8324-01A	TCGA-KL-8330-01A	TCGA-KL-8342-01A	TCGA-KN-8433-01A	TCGA-KL-8339-01A	TCGA-KM-8442-01A	TCGA-KL-8328-01A	TCGA-KO-8417-01A	TCGA-KL-8333-01A	TCGA-KN-8430-01A
cg14650677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14670213	0.943603671809597	0.95376128274948	0.951748751167987	0.950853676996443	0.944302536731207	0.959638549533696	0.959338443340593	0.936205196555805	0.937436044259035	0.879970155567087	0.964805617394779	0.955659190199607	0.930144748767995	0.962666786965105	0.942264421018715	0.904416427508943	0.916770127396064	0.953839606588446	0.959868297023288	0.947961272519563	0.943537341156164	0.947284605586601	0.705201751917824	0.954258900294953	0.958573377116542	0.965917129266029	0.933898705432895	0.940151873673137	0.931521565464033	0.964877827839225	0.958392518606901	0.951325691898098	0.931461152880716	0.955037990219195	0.937071342313268	0.963944191406873	0.939456987951979	0.944348629376029	0.420311198438969	0.932106202609419	0.950376125066492	0.958168255513533	NA	0.9327176713971	0.950777273095803	0.96151608885794	0.953711335377995	0.951612270479536	0.960404734940235	0.954379392997303	0.948410952874112	0.876582502522735	0.938028107170156	0.953334997842432	0.960125990655867	0.963643827253145	0.939809860616727	0.931019072029646	0.961263071646943	0.939742817620286	0.947747090862204	0.94959343203013	0.95941104135149	0.944863560497166	0.953905650560427	0.911265720533406
cg14673247	0.128088384582716	0.119720641214036	0.0760914778830815	0.0701172883368946	0.108895074852518	0.0854701634213211	0.136458779288815	0.113321093016695	0.115243463734314	0.100980837724336	0.0985371305332686	0.187861209401271	0.0695809105699888	0.0980255513163419	0.090667524634834	0.131961935340373	0.499440108899547	0.0963581338061534	0.573032340550327	0.2263725984787	0.0682499370071739	0.119576737978381	0.190393335414923	0.124495607808382	0.124498916333785	0.0953274826213767	0.17599188053799	0.251341051936748	0.220034705194311	0.441138295755877	0.079299837789668	0.0599916239537521	0.0857207463558438	0.119019387136617	0.166580793000042	0.10564167406189	0.0942360690892846	0.067905005606106	0.297490612536586	0.293642521292581	0.0694919655816546	0.0910383646481954	0.0857683121916489	0.105473231226017	0.221565097308428	0.549377311760829	0.0803165335049364	0.0802534438200477	0.203981855267505	0.507560969721258	0.304310221759051	0.21538589238153	0.0481113648949984	0.537102731610094	0.239210889345927	0.0533676984903594	0.167650272253898	0.0768256681805677	0.129247811161036	0.173914729584174	0.0677381650206356	0.0708608661763608	0.0583348775003633	0.0676708549091114	0.26687709841918	0.119048195881749
cg14677013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14683055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14706226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14707886	0.937579748342621	0.937460347266178	0.928640156925111	0.932297178683818	0.950904404904926	0.938265204564896	0.927312560781162	0.929131861869082	0.953851074281424	0.944254654974435	0.941951351513163	0.935367844155306	0.950180892371253	0.937408066757847	0.929066396066628	0.946621957887208	0.933731293291229	0.945417006245088	0.954306362831143	0.94164172705839	0.947044337633879	0.931977783264715	0.954642372913601	0.94557087570371	0.929395013192245	0.94062352599142	0.947971916978279	0.930678496261971	0.933270108744029	0.947005420108827	0.950914153621043	0.943286067611831	0.928371741172294	0.930774944388586	0.937274560413571	0.942861145926523	0.940637799874494	0.945000745428904	0.941029841913088	0.940976644166771	0.949231013165189	0.935431542874551	0.945662714407475	0.949123767702182	0.921367659527453	0.942439874465465	0.941056283463521	0.933272101158288	0.946101796302342	0.938998604947583	0.955018080380774	0.928375208808984	0.920497480165059	0.952942097716257	0.952782777892774	0.95215983559817	0.93733419111466	0.931598285388275	0.9624030607073	0.927038515811819	0.93058639983124	0.939170434828775	0.929837290067815	0.917240618009511	0.944630642063751	0.939304460641302
cg14715098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14741811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14756640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14757759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14773480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14798158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14835746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14840439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14841222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14852920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14857615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14882797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14959695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14985830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15007326	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15035590	0.943658538969439	0.72957388296013	0.943225348012452	0.638923211264521	0.936113049179597	0.9510758310854	0.934782252930942	0.950273564886169	0.915143387755168	0.933506576846036	0.932690394382243	0.958499832800594	0.952031841479295	0.931540242175688	0.937620706030043	0.950523909671934	0.705212210492219	0.936258333928811	0.955300358834086	0.945850227329475	0.957001613243559	0.937217606078777	0.948787100147144	0.949294568730544	0.956472608854992	0.934661834689412	0.931878454136279	0.940402311114694	0.788222868282184	0.707180177618457	0.956117933448354	0.779638353952994	0.963131042603242	0.963766748307156	0.935676458709262	0.720184752603097	0.941149846359529	0.94600932952682	0.949524973708854	0.939291458676803	0.963403762382322	0.953138410255192	0.953511943101148	0.730946311622077	0.950938377643737	0.960518767814885	0.950626286179169	0.961848343632088	0.948017760258964	0.948122102115208	0.893900880658923	0.930509863661502	0.569269319452615	0.954364180012808	0.931584487485869	0.952681120658917	0.560732283460012	0.706896538678427	0.906124953323592	0.95288476309041	0.94209414156361	0.949111898863722	0.96062736498276	0.950727983365391	0.919767440974082	0.95191005704491
cg15057836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15067764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15077416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15112210	0.955868174001719	0.964617944642071	0.956894546021503	0.957598506662651	0.971265189273493	0.902672717298559	0.960637941921088	0.964167258440854	0.956974629575439	0.948863634174183	0.943276928726793	0.968980797124218	0.946228002371718	0.961950873190129	0.938324101781026	0.968728820871964	0.964286823662792	0.960165094347078	0.964851349932942	0.959805576804443	0.95461359285764	0.954573310869421	0.537276264167551	0.95907775434684	0.964651412841389	0.972346847233046	0.955916724885504	0.944513484909274	0.963615291615969	0.967097764776421	0.953177620110491	0.956849113950075	0.970283332496598	0.962572787341669	0.957233675954649	0.953660580167618	0.935685129027495	0.960689277854621	0.47457410141559	0.97080471946641	0.970149783787673	0.96752950840514	0.673026932195879	0.959473791092473	0.9555574787068	0.968796097987968	0.951449602180828	0.963946557675891	0.960679145445289	0.954426564442628	0.953599561104634	0.930456785708999	0.942642783639891	0.96147753071387	0.966264608094971	0.956222207439121	0.955502294061285	0.956675072879444	0.964449816073558	0.640499422187699	0.961712980184058	0.963129916334929	0.963885813330452	0.95709814437368	0.964376426616925	0.944545330208474
cg15162320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15172011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15175091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15263875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15293759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15323066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15330419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15347484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15358035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15412313	0.916509903218421	0.946552190732247	0.922689475437868	0.906154625678215	0.922886482512613	0.894983253106501	0.94458117949808	0.928792462180929	0.907636198506997	0.913366576864751	0.775534369616895	0.910334055689591	0.832623894144162	0.810919004211759	0.899889415055827	0.865354727645223	0.895549224178428	0.915725323457653	0.908431065323099	0.806241542420186	0.933657635812045	0.928055793853726	0.93751609220094	0.906586393647834	0.904861009332424	0.894560993042097	0.914448702513816	0.918368066785236	0.896638421957656	0.918644606037811	0.926325865452049	0.896348321508598	0.891294494438853	0.908842134658011	0.921673825248079	0.920618586859273	0.951575158676487	0.90278511984543	0.564343687292035	0.906819903331742	0.844641507345787	0.900106239922005	0.896330874227158	0.853827719885318	0.903820104933514	0.933179452204769	0.84100326848191	0.891156346388289	0.914959419474655	0.890027382433377	0.915260004611668	0.935131059928546	0.934255055551998	0.896630082772156	0.931737438177396	0.932488776449816	0.896636437584092	0.878854620359504	0.67759403538202	0.775577532670599	0.901844768883969	0.939088066207289	0.833977108338406	0.863199685213308	0.858154200043348	0.936648843845758
cg15442567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15535686	0.963308029438794	0.968585228869665	0.968212049589101	0.962829806147137	0.963584504692864	0.959901106721105	0.963441544110228	0.956179762504542	0.963028710033774	0.952238428572962	0.960728130712442	0.971418610540438	0.959878291885	0.950664185883964	0.543278313137126	0.963137126307333	0.961219995180486	0.959009920734176	0.966289375099558	0.966384584310204	0.948586409312833	0.959950750906193	0.719953468248795	0.944123926482911	0.969004122112219	0.96636229449995	0.970196380552396	0.957016416684179	0.957784672762331	0.953963777404088	0.964375709418915	0.965979729447943	0.972484441471943	0.958811896075481	0.961198759919843	0.962746323717852	0.968418830392317	0.969771464076709	0.964443427057807	0.960113448505415	0.953463208614277	0.961986332626971	0.954217468517664	0.953542564426645	0.968827860933108	0.956597945257084	0.947677050477873	0.964671248078071	0.960932647570611	0.96709002469446	0.93341535911927	0.956386058602331	0.964961780588368	0.963900178104051	0.948883162090954	0.973218291453456	0.954063138511297	0.969960401542731	0.70702845719674	0.966204539651241	0.935943700166777	0.972314630257302	0.967027806048069	0.947603221758825	0.964877317626254	0.971874465763281
cg15548284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15553710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15556873	0.898450693790978	0.679537390894113	0.873538466920857	0.928735172255776	0.930820268263117	0.831139868784077	0.238671033319293	0.883763947586697	0.637694387912864	0.867662322793195	0.643425870125619	0.927350849150139	NA	0.393786972642308	0.179177397334086	0.367207922553165	0.906194023555072	0.193358591665646	0.879216747434964	0.385356004903318	0.198925264998253	0.862187649488804	0.607090136604779	NA	NA	0.129581897571113	0.698626857670475	0.691785797777429	0.782295975013991	0.258288678140338	0.913884465715564	0.200458510920098	0.922004664545267	0.885377937869126	0.912358132202398	0.918492777475185	0.631892334838337	0.918444223373221	0.904764197027364	0.900547000829248	0.903493573318074	0.914033601049664	NA	0.712861116815424	NA	0.913668197251169	0.892346048554838	0.924564112399459	0.260824316646281	0.902615756648852	0.511797372310816	0.276965830458696	0.909917122201232	0.905623489196889	0.915118377624895	0.900816196986311	0.20183511735552	0.888075128224193	0.9246086495573	0.800636775773676	0.895455094322509	0.18576733535054	0.922748904774923	NA	0.710441737488237	0.282284107441202
cg15560337	0.711676465116264	0.733039480482579	0.760427499929784	0.717883445162685	0.399570100380168	0.740240714904613	0.785843453205421	0.534284900161188	0.578781113919203	0.702068334289804	0.722643296775246	0.514382984492048	0.759985722339678	0.672296314569843	0.761510108357457	0.517829058614353	0.710779432410774	0.693964488430775	0.732304612616342	0.471369590491552	0.671358172065896	0.686022822947737	0.230874341997339	0.621603759599271	0.703733934279518	0.769101477258303	0.565005254695108	0.682655970129512	0.691357753249232	0.720806009359285	0.793572650854006	0.767096718505936	0.567445150644557	0.687933201305596	0.68979490401866	0.726731626064983	0.735554427392142	0.723343063486995	0.333061868373035	0.484790390015451	0.694138164816453	0.764432955959287	0.61039490373655	0.701962222547898	0.70966084825625	0.480757993839097	0.783311231648831	0.718186678045163	0.651816754701265	0.730506546807264	0.688513861179028	0.531765734787376	0.240863659637615	0.779124997681554	0.539591449864416	0.710774007647616	0.719519630300859	0.746421529405981	0.615172711484356	0.540077250728243	0.683460537662775	0.761996538873114	0.497444642310229	0.779690426397737	0.71472912925072	0.561810499756742
cg15603614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15604398	0.940230798558898	0.938952578296721	0.915564284956476	0.946548369804528	0.955393942695657	0.753302825589859	0.947967353675994	0.45180442291611	0.929481504150199	0.917842914554505	0.919205157798114	0.955862602423963	0.889648825832325	0.55725018488727	0.93763721580156	NA	0.508995949414828	0.938439199840298	0.935696260775739	0.937337364621616	0.767529092504157	0.935561380616634	0.875350501886526	0.904623941637398	0.939292242979066	0.949008884083055	0.926504592469347	0.927387907072432	0.935076301395528	0.9388993132755	0.937082674180218	0.945855320264472	0.930465084012261	0.937685217457981	0.931909625914686	0.943137405294637	0.926260343696969	0.929654443215507	0.940678657232879	0.778024064388744	0.947826935554257	0.956064912588747	0.854716931185996	0.927390256177309	0.918823434805718	0.92344476173406	0.919829887049169	0.933092960822843	0.939226071636416	NA	0.868182850929028	0.921141329036795	0.944326666563044	0.910946752973092	0.938594414726596	0.919028532760998	0.936584517936553	0.917156908068019	0.283310129492396	0.950862206785367	0.901138029900031	0.926735632685332	0.90994486673051	0.910369356275422	0.951627621471992	0.949804397113612
cg15611936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg15633618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
