A_CpG_ID	TCGA-2J-AABR-01A	TCGA-FB-AAPS-01A	TCGA-IB-AAUO-01A	TCGA-IB-AAUN-01A	TCGA-RB-A7B8-01A	TCGA-IB-7885-01A	TCGA-IB-AAUW-01A	TCGA-IB-A5ST-01A	TCGA-IB-A7LX-01A	TCGA-FB-AAQ3-01A	TCGA-3A-A9IC-01A	TCGA-HZ-8001-01A	TCGA-HZ-8003-01A	TCGA-Z5-AAPL-01A	TCGA-HZ-7922-01A	TCGA-IB-7645-01A	TCGA-FB-AAPU-01A	TCGA-3A-A9I5-01A	TCGA-2J-AABF-01A	TCGA-RB-AA9M-01A	TCGA-FZ-5920-01A	TCGA-HZ-A8P0-01A	TCGA-2J-AABH-01A	TCGA-XD-AAUH-01A	TCGA-XN-A8T3-01A	TCGA-XD-AAUG-01A	TCGA-US-A77J-01A	TCGA-3A-A9IV-01A	TCGA-3A-A9IR-01A	TCGA-IB-AAUV-01A	TCGA-FB-AAPP-01A	TCGA-3A-A9IL-01A	TCGA-HZ-7918-01A	TCGA-HZ-7920-01A	TCGA-FB-A7DR-01A	TCGA-HV-A7OL-01A	TCGA-2J-AABO-01A	TCGA-XD-AAUI-01A	TCGA-IB-A5SS-01A	TCGA-FB-A545-01A	TCGA-2L-AAQA-01A	TCGA-2J-AABP-01A	TCGA-FZ-5926-01A	TCGA-3A-A9IO-01A	TCGA-2J-AABK-01A	TCGA-3A-A9IU-01A	TCGA-IB-7886-01A	TCGA-HV-AA8X-01A	TCGA-2J-AABA-01A	TCGA-IB-AAUQ-01A	TCGA-3A-A9IZ-01A	TCGA-XD-AAUL-01A	TCGA-2J-AABE-01A	TCGA-IB-7897-01A	TCGA-HZ-8636-01A	TCGA-IB-8127-01A	TCGA-2J-AABU-01A	TCGA-US-A774-01A	TCGA-IB-7652-01A	TCGA-3A-A9IH-01A	TCGA-2L-AAQL-01A	TCGA-IB-7644-01A	TCGA-HZ-8005-01A	TCGA-HZ-A4BH-01A	TCGA-2J-AAB8-01A	TCGA-Q3-AA2A-01A	TCGA-3A-A9I9-01A	TCGA-IB-A5SQ-01A	TCGA-IB-8126-01A	TCGA-HZ-A49G-01A	TCGA-F2-A44H-01A	TCGA-HZ-8002-01A	TCGA-US-A77E-01A	TCGA-IB-A6UF-01A	TCGA-IB-AAUS-01A	TCGA-2J-AAB1-01A	TCGA-F2-A8YN-01A	TCGA-FB-A4P6-01A	TCGA-FB-AAQ0-01A	TCGA-3E-AAAZ-01A	TCGA-HZ-A9TJ-06A	TCGA-HZ-A9TJ-01A	TCGA-3A-A9IX-01A	TCGA-2L-AAQI-01A	TCGA-3A-A9J0-01A	TCGA-FB-A4P5-01A	TCGA-IB-A5SO-01A	TCGA-IB-7649-01A	TCGA-IB-7646-01A	TCGA-US-A776-01A	TCGA-LB-A8F3-01A	TCGA-FB-AAQ1-01A	TCGA-HZ-8638-01A	TCGA-H8-A6C1-01A	TCGA-F2-7273-01A	TCGA-3A-A9IJ-01A	TCGA-FB-A78T-01A	TCGA-M8-A5N4-01A	TCGA-3A-A9IN-01A	TCGA-F2-6880-01A	TCGA-IB-7888-01A	TCGA-2J-AABI-01A	TCGA-IB-AAUP-01A	TCGA-HZ-A8P1-01A	TCGA-IB-7647-01A	TCGA-FB-AAPY-01A	TCGA-3A-A9I7-01A	TCGA-3A-A9IS-01A	TCGA-S4-A8RO-01A	TCGA-FZ-5919-01A	TCGA-FB-AAQ6-01A	TCGA-HZ-8519-01A	TCGA-IB-A7M4-01A	TCGA-2L-AAQE-01A	TCGA-IB-A6UG-01A	TCGA-2J-AABV-01A	TCGA-HV-A5A3-01A	TCGA-IB-7651-01A	TCGA-US-A77G-01A	TCGA-IB-7893-01A	TCGA-HV-AA8V-01A	TCGA-HZ-A49H-01A	TCGA-F2-A7TX-01A	TCGA-HZ-7926-01A	TCGA-F2-A44G-01A	TCGA-LB-A9Q5-01A	TCGA-IB-7889-01A	TCGA-2J-AAB4-01A	TCGA-HV-A5A6-01A	TCGA-YH-A8SY-01A	TCGA-LB-A7SX-01A	TCGA-HZ-A4BK-01A	TCGA-OE-A75W-01A	TCGA-HZ-A77P-01A	TCGA-HV-A7OP-01A	TCGA-IB-AAUR-01A	TCGA-H6-A45N-01A	TCGA-2J-AAB6-01A	TCGA-IB-AAUT-01A	TCGA-H6-8124-01A	TCGA-F2-6879-01A	TCGA-FZ-5923-01A	TCGA-2J-AAB9-01A	TCGA-3E-AAAY-01A	TCGA-HZ-8317-01A	TCGA-L1-A7W4-01A	TCGA-IB-A5SP-01A	TCGA-FZ-5922-01A	TCGA-IB-7891-01A	TCGA-YB-A89D-01A	TCGA-FB-AAPQ-01A	TCGA-HZ-7925-01A	TCGA-S4-A8RP-01A	TCGA-YY-A8LH-01A	TCGA-HZ-A77Q-01A	TCGA-FB-AAPZ-01A	TCGA-IB-7887-01A	TCGA-IB-7654-01A	TCGA-HZ-7923-01A	TCGA-HZ-7289-01A	TCGA-RL-AAAS-01A	TCGA-F2-7276-01A	TCGA-HZ-8637-01A	TCGA-HZ-7924-01A	TCGA-2L-AAQM-01A	TCGA-PZ-A5RE-01A	TCGA-IB-AAUM-01A	TCGA-US-A779-01A	TCGA-S4-A8RM-01A	TCGA-HV-A5A4-01A	TCGA-IB-AAUU-01A	TCGA-HZ-7919-01A	TCGA-3A-A9IB-01A	TCGA-XN-A8T5-01A	TCGA-HZ-8315-01A	TCGA-HV-A5A5-01A	TCGA-HZ-A49I-01A	TCGA-Q3-A5QY-01A	TCGA-2J-AABT-01A	TCGA-FB-A5VM-01A	TCGA-FZ-5924-01A	TCGA-IB-7890-01A	TCGA-2L-AAQJ-01A	TCGA-HZ-A77O-01A	TCGA-FB-AAQ2-01A
cg24902362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24940155	0.504865611766992	0.314958320203741	0.352478475656428	0.663732617040004	0.392528439562539	0.576679384711498	0.645648796614872	0.625069672725912	0.694186444581869	0.375452128000229	0.310828831121417	0.399177969390269	0.543926188131381	0.509853239975916	0.363683495383365	0.561581007032099	0.462258994352276	0.399262776981137	0.458412222126913	0.509684266659165	0.580563887456629	0.422392081162092	0.69907066956108	0.51630064131185	0.409973752866772	0.426608279683474	0.546650818089225	0.780528589409777	0.845327945264093	0.447256112235101	0.24320450240006	0.381727276559645	0.364513455427281	0.547526191344261	0.505435564055831	0.373396397010381	0.365542817139826	0.416652071142867	0.287050131395111	0.224824767113274	0.472849624267583	0.439926727798884	0.578466116159979	0.559287126990408	0.551264287426981	0.268513931616091	0.297006079137022	0.637284500521384	0.381812272539911	0.36355510767452	0.48909976989385	0.380436345467634	0.57968466504238	0.508851705458235	0.405576784071869	0.305375177335539	0.328347160706794	0.615729951017901	0.625218778375467	0.44546592278638	0.384458045258581	0.225741488422716	0.4050683401601	0.393432617046432	0.460894880717804	0.284788212589431	0.44915080401866	0.601771052216756	0.472333556412502	0.556291467227334	0.536134232614393	0.521005496544206	0.337966126846206	0.575852261815223	0.495976863963078	0.344592774316564	0.260153789949674	0.552254082166776	0.431213604252105	0.504587922217195	0.343104926536378	0.349294351117269	0.596285787465487	0.483860780713106	0.224863924275137	0.509956778458749	0.45726227436588	0.46628936745096	0.534231829352968	0.790192589011886	0.730938680522354	0.443810707268331	0.462283824695573	0.445720487426872	0.598054363794655	0.748209374073138	0.475667332011971	0.426176954974299	0.710604777132272	0.663457786832949	0.564907116176473	0.604849202263171	0.463106592890747	0.320568843013433	0.511566573276017	0.398722793217589	0.348024649909894	0.892999636803018	0.482766373411756	0.410668462031651	0.275571909571814	0.626445595954324	0.238702993277566	0.342927350855383	0.435693001025695	0.541120437794982	0.267320959911076	0.432649364722082	0.591972565076773	0.247899522847711	0.483944737192552	0.500224096605302	0.478331607642447	0.412203456028871	0.471905409505057	0.437933145522389	0.526039372946654	0.450709959174457	0.259207747170588	0.305230299440944	0.245919024835703	0.521948897823087	0.466877453633166	0.35920715022275	0.166119387677453	0.635908697601239	0.530684031925918	0.195248472824872	0.576711378736374	0.197869708325301	0.254252685828499	0.546404172094743	0.396669351160372	0.501706405117467	0.534136679816904	0.287920196448532	0.656282360544027	0.529116242460031	0.544954034257249	0.419572668634329	0.33370172103546	0.318262633349246	0.574628255343515	0.317527287382029	0.40427128402531	0.185945771413689	0.413433837317166	0.515694877713376	0.509140789827284	0.708998859422668	0.544778531754983	0.451955156182844	0.500870321129574	0.387958709868177	0.806690133584171	0.514026128831698	0.598091159292679	0.499709070578183	0.276964396804258	0.404780243825784	0.307320206791976	0.342002998378598	0.338135290773737	0.539772113635826	0.415553654431363	0.532472064378105	0.538401146764177	0.568081473480786	0.396359182998896	0.481257392982422	0.512658904882467	0.307811528007416	0.348566466348327	0.534552609850823	0.594983800678568
cg24967487	0.389507275489656	0.265180725825975	0.649029762281508	0.258972814807943	0.395921256759952	0.281406274393853	0.42302327896658	0.458269470476131	0.243310223188644	0.316808966252969	0.29957954793517	0.435543874270199	0.428789339165649	0.495506097768264	0.36414649291677	0.396344775454878	0.413379878890812	0.51984459349651	0.479496487314577	0.441962074909718	0.345180854211409	0.357457932685332	0.486165070639379	0.425936372069258	0.308702818742697	0.4291316882444	0.483247899919902	0.449150871199489	0.187973303023561	0.37030340760951	0.660106249249648	0.321410836958118	0.419958331726339	0.449975487670743	0.462379114188766	0.247096348267349	0.315517084747753	0.362346552162381	0.324392078028925	0.264811295416408	0.283403313229172	0.256881327715686	0.325862328886065	0.302009179759672	0.290489221760907	0.26763450495933	0.452097304728565	0.447177739947031	0.316966415370919	0.339899071224918	0.38270714349016	0.339885610706667	0.327389116916869	0.399295735966096	0.293611614637515	0.35753016055447	0.510426141526973	0.466322987908588	0.33386867019009	0.328758585241087	0.392078554120146	0.251254468569845	0.373010662616888	0.370250015588709	0.428184064835796	0.616403324758142	0.323390039971699	0.406846810691682	0.474351670260123	0.413247085739548	0.377871791072263	0.414904947378506	0.372577409330622	0.514970784145775	0.412133837012323	0.361330734048251	0.350261464940564	0.487033897850956	0.23378944605846	0.363996244906931	0.563403068284662	0.556252581917525	0.339724708402108	0.398052035071472	0.363024380696644	0.386608641867005	0.488168565852479	0.336486760744831	0.306220419171497	0.135914456940499	0.658379697239383	0.241040343878669	0.377532681811864	0.36712632861	0.429581506001957	0.178077514174898	0.695325059125827	0.433822295237977	0.367584881632868	0.250059504383516	0.466293448452077	0.219881318088435	0.569719244020429	0.511273748175002	0.360261286464664	0.417193497454658	0.475644931079596	0.128972327732585	0.318144723757182	0.407270290840735	0.455313948488832	0.384570692461399	0.545682956823149	0.257252072875047	0.236325807176089	0.344935943978765	0.323465423490521	0.323641271054997	0.48178053380461	0.465202503972769	0.329494205693365	0.350946831865279	0.393158060340715	0.288091161426505	0.429132855866629	0.43387023844929	0.400545584317518	0.323043162683408	0.249571697339123	0.337810953305798	0.32362370350276	0.466338073151925	0.23037368291554	0.411721358184155	0.128043732175119	0.405400469329412	0.41327595442784	0.263382480509191	0.417584643158434	0.249482070954428	0.22604648583859	0.416075041001158	0.443039723391965	0.436072965006498	0.332271934150591	0.194335805335257	0.470270332744857	0.514710189156717	0.487459673169137	0.504697206734519	0.305708865041806	0.342997325025735	0.492210919666538	0.266497964786549	0.496386251342675	0.820783195605293	0.550401669129296	0.391842604315337	0.466320346538989	0.273166323509912	0.479287495130341	0.283826824945264	0.421875150360629	0.38010610296488	0.898983902373578	0.294360135999237	0.357266889049712	0.248646225566534	0.309830848522618	0.270046110633476	0.678525641909389	0.340271840932916	0.242864688178809	0.616797819835384	0.330009912375255	0.451081980908732	0.275962194285594	0.406698865756883	0.405919791574015	0.407185130395187	0.605264824662376	0.301139225253539	0.383165063899659	0.4276941642435	0.366790119600427
cg25036886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25039837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25045882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25047058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25083596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25192591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25208892	0.950313033187009	0.950318989082172	0.90105064349417	0.921319166551557	0.913698071630913	0.914282029048656	0.928893320060264	0.87280544648117	0.90838422834644	0.947725414922814	0.897137759660459	0.894547100995674	0.896076640868129	0.933350711992661	0.904585886834626	0.906769980785395	0.893738164598771	0.892753493720802	0.937309261206162	0.89765631479442	0.930475747212979	0.909244990004948	0.942978136753581	0.929654788791821	0.921251884282976	0.94301200506336	0.893758129737336	0.849869254148038	0.914543631917036	0.90009746357343	0.944474355356484	0.618315728584068	0.868598122251267	0.93409219584733	0.942440763044956	0.929094704011307	0.939280900543224	0.928939608370335	0.898178721144395	0.935713017851683	0.918839919042376	0.894805517005538	0.925863617836534	0.941001019429234	0.956780134068021	0.901074493777661	0.913952526043029	0.906778234930186	0.935502025478591	0.938158015045672	0.91209517240431	0.932853416262141	0.929404607632259	0.92032393633377	0.916070316195699	0.919757724294185	0.914943242547113	0.903039760776513	0.914017730346932	0.933051732365745	0.916636251078536	0.922330779972118	0.945270004629405	0.908861626869639	0.912974053651094	0.947466117569493	0.93394520088397	0.925987748779281	0.927663396539772	0.920788074385269	0.922270478644897	0.930051419532234	0.92069921270607	0.933797669200584	0.921401236630664	0.951961901754267	0.937747554145197	0.929572312652364	0.940609663808331	0.918976100209302	0.941490404838932	0.916225099503309	0.924187087170457	0.888128084110419	0.937465779575388	0.889508299502087	0.903227074317853	0.934864602608464	0.918181513294125	0.937376486829531	0.867495104754901	0.918854756369446	0.914283335282306	0.871700404446004	0.935441897053376	0.913503349768481	0.951089699997182	0.922719900822049	0.754046725082534	0.935894104666493	0.910403915518578	0.927977626647901	0.923492444021239	0.905167911316105	0.91597738427357	0.951538189582193	0.878567397345297	0.890341247036181	0.928572894013808	0.9470141411916	0.904342895182341	0.927331153687779	0.881669693031276	0.934362808012267	0.914042445792766	0.911947482882034	0.913843097732664	0.768491630536825	0.925123720046286	0.922879355917746	0.960935384851502	0.906238172238959	0.897112584912759	0.948784236996713	0.926857527502579	0.923243572671934	0.926520530273783	0.932570767075691	0.920490811028363	0.94755123792307	0.944363447717038	0.914201744322828	0.929528037111738	0.948483465770748	0.90381825506941	0.880622985046574	0.921082744020566	0.922583544061638	0.917371038500355	0.945365072329689	0.929531977938751	0.916795839067372	0.913051916043188	0.92114082376239	0.921998525841453	0.921522304545417	0.911143681364502	0.915429708067425	0.873795770963126	0.902680837859205	0.942536263843782	0.885065265401657	0.889038777029772	0.891508808161269	0.897330343031089	0.926748485467761	0.920035709436331	0.923076353019143	0.919124579972999	0.92180092214675	0.92229867012755	0.924699495181536	0.910006790788014	0.93564122681263	0.249225009560477	0.918686131412314	0.950266618843429	0.902394138874892	0.930669440885956	0.912900662252306	0.926203078074335	0.898284445164864	0.919175956488931	0.906987683740956	0.895527971054734	0.934172838224836	0.940371985553301	0.891680601599865	0.92709680410324	0.881762363114433	0.933648802137753	0.946215014560465	0.908244911155198	0.908247315082976	0.959810520047983
cg25209294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25217895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg25245569	0.953410251373312	0.883268418537893	0.959504259008641	0.964679940494066	0.964618102783052	0.964730794064202	0.951727833863731	0.926849876621472	0.976170234913283	0.944088495535709	0.953392983542095	0.957901171709127	0.953137980168429	0.941106360471619	0.962883192558149	0.965680247657588	0.94171121869558	0.939371800278199	0.959924971587652	0.954099861506118	0.950935133900101	0.962634216641632	0.937423506935617	0.948987559806134	0.955061049831811	0.920774830210149	0.950433387494742	0.949465300415588	0.969515792323562	0.939531422365624	0.957321274488642	0.927061295517339	0.93444949734091	0.941362563403569	0.935194056615057	0.960573104963798	0.940063606536619	0.921964649124089	0.946305291933311	0.967296339975864	0.979927111573342	0.952123807119743	0.954666100913468	0.960024961687766	0.908359127256284	0.968842376717669	0.947972698021929	0.958567885030401	0.919916495300117	0.917885159712599	0.951101824437162	0.965463153108478	0.926366328242447	0.948899641036586	0.966802515247107	0.958797051310656	0.933414152834852	0.919371595207667	0.967905669047333	0.96686820106175	0.935913884485698	0.963944611511428	0.959272381978917	0.974032139556099	0.946334642517655	0.975776927154185	0.973963630331968	0.943186342133192	0.959254800343543	0.962851131691623	0.972939585196923	0.946435258242839	0.959130785261471	0.967244517338904	0.943962808282456	0.95122426618087	0.966045825364167	0.962962575960601	0.930438956887126	0.9375934785048	0.925459920942035	0.920689374724066	0.890542054909256	0.961560388316126	0.961680725362166	0.948033639565577	0.929917705628383	0.957648542977302	0.944156269728519	0.968948075537682	0.973165820229242	0.946510008308297	0.956447407792657	0.913950533429818	0.950843069660637	0.971115405116203	0.976092201473475	0.962357404865581	0.967558734361053	0.956832746534489	0.95195269134521	0.934677533523035	0.96695738899107	0.971344995754888	0.959664510920854	0.938617562137677	0.927391674479335	0.972082428258839	0.969508995355125	0.95427153883099	0.941143603944529	0.933166010335496	0.971730090621191	0.944991715946173	0.934798373267903	0.897916572343377	0.978712559880219	0.944830358235003	0.951937070673391	0.971866778236035	0.912844788648908	0.960485749483196	0.93956567683823	0.960046446609451	0.974780640309289	0.968603443363014	0.956639870320811	0.919700337595828	0.972731546733752	0.955069735441476	0.954118311153621	0.972181995787515	0.948901858271346	0.900209914357873	0.975011996448273	0.939732816483909	0.965226663224137	0.950019333348314	0.953720281283999	0.968702827083744	0.968887982586663	0.966420193505827	0.894494097132854	0.959406025870376	0.964291585590968	0.95940603038036	0.942167435972351	0.967670767319014	0.960078506379672	0.954119265212025	0.943143520872641	0.965412373118052	0.978583488287576	0.974163248326446	0.957740549163886	0.93469679935297	0.968617952906998	0.96471647711138	0.932652399484459	0.978418451966215	0.958336375894368	0.959098584417768	0.97183163060758	0.971325677575643	0.97521754703304	0.954662130418372	0.967091014687623	0.941266031499495	0.9694737319337	0.966010708652167	0.972472014820544	0.953443393432688	0.955227562217283	0.954336709131464	0.973010580388248	0.977062424283769	0.977438753790368	0.960925355145844	0.854941787887753	0.93569140434193	0.969103784173211	0.969621853363702	0.956976731465308	0.9634116607005	0.926891673635859
