A_CpG_ID	TCGA-VR-AA4D-01A	TCGA-LN-A5U5-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-R6-A6DN-01B	TCGA-Z6-AAPN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OF-01A	TCGA-IG-A3YC-01A	TCGA-R6-A6Y2-01B	TCGA-L5-A8NJ-01A	TCGA-LN-A5U7-01A	TCGA-VR-A8ER-01A	TCGA-JY-A93C-01A	TCGA-IG-A4QS-01A	TCGA-VR-AA7D-01A	TCGA-LN-A49W-01A	TCGA-VR-A8EO-01A	TCGA-LN-A7HZ-01A	TCGA-2H-A9GR-01A	TCGA-2H-A9GK-01A	TCGA-L5-A8NM-01A	TCGA-XP-A8T7-01A	TCGA-IG-A5B8-01A	TCGA-L5-A8NG-01A	TCGA-L5-A4OX-01A	TCGA-IG-A3YA-01A	TCGA-JY-A93D-01A	TCGA-LN-A7HW-01A	TCGA-M9-A5M8-01A	TCGA-LN-A9FP-01A	TCGA-LN-A49O-01A	TCGA-JY-A93E-01A	TCGA-LN-A4A8-01A	TCGA-R6-A6DQ-01B	TCGA-L5-A88W-01A	TCGA-L5-A4OW-01A	TCGA-JY-A6FE-01A	TCGA-JY-A6FB-01A	TCGA-L5-A8NF-01A	TCGA-L5-A4OI-01A	TCGA-Z6-A8JD-01A	TCGA-VR-AA7B-01A	TCGA-R6-A6L6-01B	TCGA-L5-A43H-01A	TCGA-2H-A9GN-01A	TCGA-L5-A4OE-01A	TCGA-L5-A4OM-01A	TCGA-LN-A49V-01A	TCGA-VR-A8EX-01A	TCGA-L5-A43I-01A	TCGA-JY-A939-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FA-01A	TCGA-LN-A4A3-01A	TCGA-VR-A8Q7-01A	TCGA-L5-A4OH-01A	TCGA-VR-A8EQ-01A	TCGA-2H-A9GH-01A	TCGA-L5-A4OQ-01A	TCGA-L5-A8NH-01A	TCGA-2H-A9GM-01A	TCGA-L5-A43E-01A	TCGA-2H-A9GG-01A	TCGA-R6-A6XQ-01B	TCGA-LN-A7HX-01A	TCGA-L5-A8NE-01A	TCGA-IG-A97I-01A	TCGA-R6-A6KZ-01A	TCGA-RE-A7BO-01A	TCGA-LN-A49U-01A	TCGA-IG-A50L-01A	TCGA-L5-A4OT-01A	TCGA-IG-A3YB-01A	TCGA-LN-A49X-01A	TCGA-JY-A6FH-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EY-01A	TCGA-LN-A49P-01A	TCGA-X8-AAAR-01A	TCGA-L5-A8NV-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8ET-01A	TCGA-V5-A7RB-01A	TCGA-L5-A8NU-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NR-01A	TCGA-L7-A6VZ-01A	TCGA-IG-A7DP-01A	TCGA-V5-A7RE-01A	TCGA-LN-A4A2-01A	TCGA-2H-A9GF-01A	TCGA-L5-A8NQ-01A	TCGA-L5-A43M-01A	TCGA-IG-A4QT-01A	TCGA-LN-A49L-01A	TCGA-V5-AASV-01A	TCGA-V5-AASX-01A	TCGA-R6-A8W5-01B	TCGA-LN-A4A6-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GL-01A	TCGA-JY-A6FD-01A	TCGA-IG-A5S3-01A	TCGA-LN-A9FQ-01A	TCGA-L5-A4OR-01A	TCGA-Z6-A8JE-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A43J-01A	TCGA-JY-A6FG-01A	TCGA-LN-A49R-01A	TCGA-IG-A625-01A	TCGA-IG-A97H-01A	TCGA-IG-A4P3-01A	TCGA-S8-A6BW-01A	TCGA-VR-A8EW-01A	TCGA-XP-A8T8-01A	TCGA-IG-A3I8-01A	TCGA-V5-A7RC-06A	TCGA-L5-A4OP-01A	TCGA-JY-A938-01A	TCGA-VR-AA7I-01A	TCGA-L5-A43C-01A	TCGA-L5-A4OU-01A	TCGA-LN-A4MR-01A	TCGA-L5-A4ON-01A	TCGA-LN-A9FO-01A	TCGA-2H-A9GI-01A	TCGA-L5-A8NW-01A	TCGA-L5-A4OS-01A	TCGA-VR-A8EP-01A	TCGA-ZR-A9CJ-01B	TCGA-VR-AA4G-01A	TCGA-L5-A4OG-01A	TCGA-2H-A9GJ-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GQ-01A	TCGA-L5-A891-01A	TCGA-XP-A8T6-01A	TCGA-L5-A893-01A	TCGA-LN-A4MQ-01A	TCGA-LN-A8I0-01A	TCGA-IC-A6RF-01A	TCGA-IG-A51D-01A	TCGA-L5-A88T-01A	TCGA-LN-A8I1-01A	TCGA-L5-A8NI-01A	TCGA-Q9-A6FU-01A	TCGA-L5-A8NN-01A	TCGA-IG-A3QL-01A	TCGA-Q9-A6FW-01A	TCGA-LN-A49K-01A	TCGA-LN-A7HV-01A	TCGA-L5-A8NS-01A	TCGA-LN-A4A1-01A	TCGA-R6-A6XG-01B	TCGA-LN-A4A5-01A	TCGA-L5-A8NK-01A	TCGA-IG-A3Y9-01A	TCGA-L5-A4OO-01A	TCGA-L5-A88Z-01A	TCGA-R6-A8WG-01A	TCGA-IC-A6RE-01A	TCGA-L7-A56G-01A	TCGA-L5-A8NT-01A	TCGA-R6-A6Y0-01B	TCGA-LN-A7HY-01A	TCGA-JY-A6F8-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NL-01A	TCGA-V5-A7RC-01B	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-JY-A93F-01A	TCGA-LN-A49N-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A49M-01A	TCGA-L5-A88V-01A	TCGA-L5-A4OJ-01A	TCGA-2H-A9GO-01A	TCGA-R6-A6L4-01A	TCGA-R6-A8W8-01B	TCGA-VR-A8EZ-01A	TCGA-LN-A49S-01A	TCGA-LN-A4A4-01A
cg18275339	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18296448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18309935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18360585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18381729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18401511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18402433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18458116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18461093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18474718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18494563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18516241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18522822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18528124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18545561	0.922727105848936	0.820439176582017	0.125071505115021	0.83116820557838	0.895144201339074	0.85058023257207	0.692456613743577	0.579001231330469	0.733033782479713	0.83469362717024	0.837551465841957	0.872421491961589	0.669561417611366	0.870173400296708	0.92443932222592	0.597185251807066	0.717496621107234	0.831588587075218	0.869646966399581	0.720826625055042	0.552940125742411	0.742437701164787	0.685212473526803	0.397258841859524	0.651602262512272	0.714380602194514	0.786986065270105	0.657674795451379	0.769498256109628	0.833680020632588	0.813454672631695	0.798700764565785	0.525541455424557	0.621322736582031	0.37964403809709	0.827387867955642	0.414871221575708	0.759500557209091	0.299447696397555	0.728259536671836	0.300836771314006	0.864007930597889	0.742125254493034	0.823492598716451	0.870926056590211	0.845874629793033	0.65669408981662	0.681923855331385	0.656741603345272	0.888725844230728	0.689053270698215	0.667380736296783	0.892381151265536	0.870190216748979	0.683015958594575	0.627585411183962	0.487549353204105	0.562055977073082	0.646655276566408	0.486864795789294	0.790636781357331	0.492712892090925	0.826425642201069	0.552637573545126	0.789931837366656	0.642092813756301	0.622441942038065	0.767848480408808	0.849803249766741	0.828459205414878	0.668430739403653	0.666272447691556	0.779993573066614	0.521709948187522	0.877353012427839	0.803965995079116	0.813930148094236	0.842019180264685	0.283782605922928	0.896654135985511	0.877840692201436	0.846434889790743	0.475189942534532	0.82101298952628	0.794783401181749	0.80394523598729	0.937187657538039	0.448242365618916	0.697531483536927	0.472097716669503	0.359804655253581	0.868358882805853	0.58766152502683	0.758154997632921	0.885398412400151	0.859935978399962	0.830933880119778	0.384575812291255	0.63135481743147	0.598870271478791	0.426727579439161	0.840943165226375	0.791182457918218	0.601715279317303	0.81248015507089	0.920426319009021	0.393501493505351	0.517308226025381	0.554378157795833	0.906490370649553	0.475771958192381	0.768816722936208	0.875613304161367	0.823663770380281	0.754157126771589	0.897913518784151	0.802895368142585	0.73424639841876	0.746839508961408	0.845833465196507	0.86015243381804	0.836829972130061	0.558729530738856	0.724345812485258	0.784456681893996	0.584699123225155	0.697455566471182	0.835830304577674	0.777967934829004	0.476818773931904	0.742181079759894	0.802175127937547	0.572147549308726	0.519130657486233	0.732666164458964	0.360010454976659	0.868133446392526	0.459294381618395	0.800328198096322	0.848888092976188	0.631008119004849	0.843519869464048	0.802134432517727	0.695640970545847	0.757573344105229	0.897338371709938	0.846607245435944	0.645894262913893	0.891664450346448	0.802688386811693	0.921105542134581	0.872659186866062	0.634329334007457	0.467187796646186	0.636410252028572	0.670432784649809	0.875252250439184	0.811574423214531	0.851152815003373	0.674656525696432	0.794561704154864	0.716282154318541	0.732530989774499	0.764177994870559	0.848454435589763	0.786133774943293	0.82018306893048	0.556175773505737	0.625688808569808	0.271923122675564	0.650038669383478	0.838474692775301	0.64079294229673	0.305876424153674	0.512917341323963	0.513123335928628	0.589570539366743	0.467042264797943	0.753174351086929	0.621462823946611	0.456776333489071	0.889236561441588	0.911469439549531	0.796248105251536	0.774781675116888	0.588367776137136
cg18569952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg18604215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
