A_CpG_ID	TCGA-06-6390-01A	TCGA-06-5411-01A	TCGA-14-0862-01B	TCGA-28-5208-01A	TCGA-06-5418-01A	TCGA-06-0650-01A	TCGA-12-5299-01A	TCGA-19-5951-01A	TCGA-28-2510-01A	TCGA-74-6573-01A	TCGA-76-4926-01B	TCGA-76-6663-01A	TCGA-76-6664-01A	TCGA-19-0957-02A	TCGA-41-6646-01A	TCGA-06-A7TK-01A	TCGA-19-5959-01A	TCGA-06-5859-01A	TCGA-76-6660-01A	TCGA-74-6578-01A	TCGA-RR-A6KC-01A	TCGA-28-5219-01A	TCGA-26-A7UX-01B	TCGA-26-5135-01A	TCGA-06-5417-01A	TCGA-06-5415-01A	TCGA-28-5213-01A	TCGA-06-5414-01A	TCGA-06-0190-02A	TCGA-19-5958-01A	TCGA-19-5956-01A	TCGA-28-6450-01A	TCGA-76-4935-01A	TCGA-06-5410-01A	TCGA-06-5413-01A	TCGA-06-6699-01A	TCGA-81-5910-01A	TCGA-14-1043-01B	TCGA-19-5955-01A	TCGA-06-6391-01A	TCGA-06-0125-02A	TCGA-OX-A56R-01A	TCGA-14-1034-02B	TCGA-06-0171-02A	TCGA-06-6695-01A	TCGA-06-0210-02A	TCGA-28-5204-01A	TCGA-19-1389-02A	TCGA-19-1389-01A	TCGA-06-0211-02A	TCGA-26-6174-01A	TCGA-06-0221-01A	TCGA-76-6286-01A	TCGA-06-A7TL-01A	TCGA-06-6701-01A	TCGA-32-1979-01A	TCGA-06-0210-01A	TCGA-06-6700-01A	TCGA-15-1444-01A	TCGA-26-6173-01A	TCGA-4W-AA9T-01A	TCGA-19-A6J5-01A	TCGA-RR-A6KA-01A	TCGA-06-0171-01A	TCGA-06-0221-02A	TCGA-81-5911-01A	TCGA-12-5301-01A	TCGA-28-5209-01A	TCGA-19-5954-01A	TCGA-76-6661-01B	TCGA-26-5134-01A	TCGA-74-6584-01A	TCGA-74-6581-01A	TCGA-06-0125-01A	TCGA-06-0211-01A	TCGA-26-1442-01A	TCGA-06-1804-01A	TCGA-RR-A6KB-01A	TCGA-76-4925-01A	TCGA-19-5953-01B	TCGA-19-5947-01A	TCGA-26-5132-01A	TCGA-19-4065-02A	TCGA-26-5133-01A	TCGA-14-1402-01A	TCGA-76-4929-01A	TCGA-06-6698-01A	TCGA-14-1450-01B	TCGA-76-6657-01A	TCGA-76-6192-01A	TCGA-74-6575-01A	TCGA-76-6280-01A	TCGA-14-0740-01B	TCGA-76-4931-01A	TCGA-76-6656-01A	TCGA-06-0190-01A	TCGA-4W-AA9S-01A	TCGA-14-1395-01B	TCGA-06-6388-01A	TCGA-06-A5U1-01A	TCGA-06-A6S0-01A	TCGA-06-6694-01A	TCGA-76-6662-01A	TCGA-19-4065-01A	TCGA-76-6193-01A	TCGA-19-A6J4-01A	TCGA-41-5651-01A	TCGA-06-6697-01A	TCGA-12-5295-01A	TCGA-06-6693-01A	TCGA-28-5207-01A	TCGA-19-5952-01A	TCGA-06-A6S1-01A	TCGA-06-5416-01A	TCGA-26-5136-01B	TCGA-06-A5U0-01A	TCGA-28-5220-01A	TCGA-76-6191-01A	TCGA-19-5960-01A	TCGA-14-0781-01B	TCGA-74-6577-01A	TCGA-76-4927-01A	TCGA-76-6285-01A	TCGA-19-0957-01C	TCGA-06-1806-01A	TCGA-28-5216-01A	TCGA-28-2501-01A	TCGA-76-6282-01A	TCGA-28-5215-01A	TCGA-14-0736-01A	TCGA-14-0736-02A	TCGA-28-5211-01C	TCGA-76-4932-01A	TCGA-06-5412-01A	TCGA-19-5950-01A	TCGA-19-A60I-01A	TCGA-06-5408-01A	TCGA-28-5218-01A	TCGA-32-1980-01A	TCGA-87-5896-01A	TCGA-76-6283-01A	TCGA-28-5214-01A	TCGA-06-5858-01A	TCGA-76-4934-01A	TCGA-26-5139-01A	TCGA-06-6389-01A	TCGA-32-5222-01A	TCGA-76-4928-01B	TCGA-06-5856-01A	TCGA-4W-AA9R-01A	TCGA-06-0152-01A	TCGA-06-0152-02A	TCGA-14-1402-02A
cg24546349	0.353373926036363	0.175591824348462	0.47761509245685	0.18934653266211	0.322127940604967	0.41257246717799	0.136111157655559	0.640610324095974	0.302763538454782	0.42298797736675	0.208218460939214	0.251815239231961	0.550146146353129	0.272521616558983	0.63274482001466	0.30144364955745	0.752147787900971	0.319538696484004	0.269230159609678	0.326086043512708	0.273242915101882	0.191938958657151	0.229244429596986	0.230515573742957	0.101600376965562	0.293231774162428	0.620565744258584	0.432858636767089	0.453007121361315	0.409169862977754	0.517549672579476	0.641467291403166	0.143487434880706	0.464202933172693	0.27650743401667	0.177201617524616	0.161929926424229	0.390744733413466	0.377206953846347	0.137528959678355	0.425971223007777	0.165150171933144	0.277066127862516	0.424384868975431	0.709043645260593	0.306879143602079	0.7087747267158	0.462364955240931	0.413914271690324	0.3402535724402	0.353964164148021	0.179244558254826	0.331221194126843	0.205163755285896	0.212262831967698	0.381607058683724	0.343285026666261	0.485664327230733	0.206496930623565	0.440648052891882	0.668907997893451	0.103463295529995	0.612270417280758	0.223144493608465	0.164630608819674	0.344753697744793	0.236817956614712	0.144628709757819	0.302832197159843	0.650727150881668	0.315629634507466	0.348723913400401	0.276472637829427	0.195924135673726	0.380772154466244	0.179819659212417	0.269634105051499	0.343789480869545	0.20239131609676	0.361068175726895	0.421862902096883	0.396886709617038	0.491859727616941	0.295097093768737	0.332160990329688	0.46696220682988	0.318114381519055	0.336631551109286	0.332564549669195	0.316751219008926	0.615175317285153	0.738993421821413	0.167445970364063	0.113329007830455	0.268537434758175	0.36445170474996	0.283672952099763	0.0964065064043521	0.265682292782357	0.640131157689148	0.256765243575056	0.347155947279939	0.656393026202967	0.479670411119197	0.482860330439306	0.536384862741531	0.184468328738848	0.485920928228856	0.671237635193861	0.249791347403174	0.249603075976918	0.338257517433351	0.313534543229669	0.350895867844303	0.559925279083052	0.149271692408454	0.281475658285355	0.153676718392651	0.242453529753483	0.529971763900967	0.41385130036127	0.355905552836211	0.234453767465087	0.269525973937354	0.496781847985346	0.215498562706553	0.470416184317587	0.415644533947032	0.342585722601423	0.427461954815374	0.485208895289317	0.516465362560656	0.268797213104869	0.443037785309035	0.216710741664844	0.165017219778519	0.522843661354873	0.442441742420107	0.49811310501909	0.230423615835555	0.298605509798594	0.383738275598388	0.258214168276782	0.225423902324038	0.325947857958187	0.559142417345988	0.272356462421838	0.447867338648382	0.398114800511842	0.278688692419767	0.299589708087416	0.659876396102016	0.274112875052337
cg24575638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24581736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24619998	0.903095295647047	0.857550458793093	0.875884140997899	0.918709137920012	0.878458776095382	0.879044061944449	0.926968505848587	0.928784199755613	0.852058354761882	0.78769966052719	0.904167437783291	0.932042844870365	0.882111253199658	0.866521698608879	0.931172143515497	0.881695231012096	0.918094142329324	0.858090233749509	0.888582789132029	0.889427580888251	0.90028180374379	0.812255189666091	0.823533189759614	0.755493601398758	0.840304318028323	0.912469444750627	0.864186383755262	0.879323899477294	0.881345970703442	0.898166073457893	0.848797503418832	0.917204000619451	0.852631368535498	0.871429411005844	0.862015998439669	0.88880375758657	0.916894198432057	0.872347011400835	0.899560820840448	0.848586074761826	0.904497379846292	0.934888064673235	0.925947294242261	0.854436898129167	0.72182667126238	0.799800279256699	0.890760636321013	0.917593000463627	0.88452750360802	0.860173227980205	0.897488771599083	0.854536817813034	0.87905130494013	0.937682495619327	0.944506920461182	0.803656571945409	0.797342125600909	0.913354939360584	0.891386253867028	0.906904264983412	0.903616131372412	0.777244168716429	0.858608042862125	0.817090815630968	0.82585921099635	0.921089916554152	0.900174795092548	0.89903539648367	0.874399539920803	0.912573024186175	0.835500768637455	0.754919657178546	0.819280028676241	0.923946600892484	0.909529563178576	0.921757337795166	0.88282226080763	0.88052579184653	0.859152060692661	0.915575991111715	0.859527171514003	0.89955890530168	0.853708325533628	0.89381626853933	0.880341976647553	0.731791995700465	0.918523385628707	0.897054471085897	0.900470754907713	0.881039127665138	0.903649700875612	0.911000809983019	0.578722409011249	0.900177168946795	0.869356225140151	0.874992138028999	0.817477883910746	0.892746744838961	0.88345279742039	0.847056439299941	0.929547369691489	0.899296391533788	0.869046164441341	0.803396770747564	0.872085067264475	0.89312084969243	0.848461500933638	0.89568807103588	0.859061371690969	0.827579910908835	0.907066716929305	0.914486502517723	0.848390563282296	0.275812485119023	0.90642335903761	0.901316571185221	0.867057364923577	0.833794486958379	0.909537760221621	0.864845606800302	0.894625830060715	0.868884128114508	0.83481987048864	0.838070402911222	0.910321481077051	0.802601120123222	0.875678397363693	0.873779131684892	0.774901352951009	0.908608550391599	0.914302642833264	0.847406393958845	0.915560158211684	0.860410622868372	0.904849807099383	0.9149001014528	0.88967223396045	0.827859850744872	0.90263522373548	0.884120119562937	0.906140718761988	0.903992830438974	0.878885812053143	0.910931411370358	0.891661376237038	0.911885122993603	0.884144724675576	0.863005570622472	0.898330928390518	0.914073321069658	0.80955363390165	0.772319485953085	0.81246730516109
cg24620463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24651790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24686187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24702069	0.12750518777954	0.110733514037255	0.0738853208153971	0.0767139362194981	0.3147030528475	0.106413398741705	0.272380023681511	0.0466115897204386	0.196558335392424	0.040769645214806	0.0822711860977445	0.152917236776956	0.154174307102249	0.146086603665394	0.125756652081667	0.162196962304987	0.0574045819908832	0.200928043413805	0.0933640701732638	0.0841683712858957	0.0993073774903002	0.150934835850012	0.0696904948151771	0.0570219057328479	0.0485984957855926	0.0782044955551667	0.178409145763537	0.238948651794898	0.269441007501085	0.107590962987068	0.062500886688108	0.0909063739454417	0.122759895043469	0.21504895234307	0.0736717657474272	0.0550145269002932	0.0598789815746505	0.204136521662677	0.118458414621028	0.0728290415559873	0.141557344494657	0.0931256927896303	0.0860349749322308	0.133092435996073	0.176851969215977	0.0843499208172184	0.0616001258929728	0.0836294710703368	0.0917922422962912	0.161774679636667	0.260164648424185	0.0644315198620778	0.0874816201658625	0.127891438716064	0.0955468250631484	0.312722828187807	0.0843149171980483	0.151072931495483	0.154839847404441	0.140846795672032	0.0909756169126933	0.146125019837101	0.246050698081225	0.101610642322338	0.109526083097693	0.299273681596118	0.0969883729414822	0.0695143240724615	0.0814284177377795	0.116958840203467	0.0704537051773603	0.203454005743027	0.143648024699497	0.0803220853702515	0.205321611956097	0.0682486584322571	0.0859286212128422	0.132809277100791	0.226043194281986	0.157848472777388	0.279217680272207	0.0736657305195699	0.10231649067615	0.0600783703003861	0.0637357005115064	0.088266088556907	0.0673117338798544	0.0955497208514025	0.213521846935988	0.107789512877806	0.145882626986757	0.10088726918894	0.0909119830641812	0.104148265554558	0.106126732898415	0.205876540644054	0.101767572710737	0.0531190236357516	0.114534863611661	0.18173993179006	0.119838703757751	0.148237924287225	0.17516461587386	0.165694529729037	0.246246609799022	0.106723617209583	0.302155189258837	0.111352332179308	0.0581608074327331	0.0873290877260181	0.12168362584917	0.0929478628234431	0.106843905442771	0.111202414163264	0.09596175265649	0.0817008294759733	0.0527136456771794	0.0550416845240928	0.223515929224139	0.0940038654989212	0.216445355574667	0.0674132565473524	0.0638716426402817	0.0872046758557944	0.144126198815109	0.120125018449598	0.126805371591781	0.216244168493167	0.104498203645733	0.101846733184029	0.170132962813635	0.165620647664766	0.0661225599246264	0.333779410518772	0.602906575509504	0.105442949545608	0.065129879585677	0.0735165040520074	0.171033661125454	0.197681850674333	0.645218553892434	0.070593027970148	0.132994658864384	0.135949910483201	0.0665281302646028	0.283607532467618	0.076070744193888	0.284764116071526	0.208052762901415	0.111605290187412	0.0668197677261416	0.0821644670300737	0.084964669996205
cg24704082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24707982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24732062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24808545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24871371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24874998	0.8284037378889	0.390297342033271	0.360401426255703	0.534887334572155	0.838892866511609	0.600214539575523	0.696677158020831	0.141159085561365	0.506925012838281	0.671260932158831	0.804283288368706	0.578500884167862	0.448237044220564	0.374542045579016	0.537862785363519	0.410522693322721	0.519960031052169	0.337265154831401	0.358615435301472	0.364649573047644	0.664820056079045	0.224828748073399	0.146208988518245	0.255958266432572	0.36615240093841	0.338393319631604	0.619048662018392	0.545637533026936	0.461459980213214	0.739364290678554	0.16452351146927	0.710590430060567	0.142105019202447	0.53692804649355	0.604564865309324	0.815263972812449	0.486709335489322	0.464935710567928	0.56047011298118	0.563588460923932	0.757399502391821	0.731297728870674	0.535248073979016	0.648994560375399	0.265016555169949	0.33319300403687	0.225854853307747	0.684473997551914	0.639414687679191	0.34693044261645	0.397588887554909	0.575979962953634	0.302901896517003	0.889074204507601	0.545837028926367	0.344533951330975	0.35420161572288	0.449695801252294	0.466179006280516	0.618530564225276	0.528280754415664	0.611972592183957	0.422664251610279	0.433906824926932	0.254287782583357	0.861723784341062	0.184526740612987	0.885903281560302	0.182835554544521	0.35420172884096	0.172063746325626	0.225028663739651	0.484628392270591	0.845310353375801	0.332663870145262	0.413232439548601	0.511909868119006	0.419243943689029	0.155485488452184	0.579343630283461	0.614195421753797	0.489586578989434	0.391718082092558	0.490066951321027	0.695438023325114	0.21455148705678	0.774131747079969	0.6098424570323	0.783425123191065	0.429997690811679	0.426863957103175	0.279514609563091	0.15845333839853	0.511000649098437	0.615939271173123	0.613665749428988	0.394220293519127	0.552216965691744	0.400917687352403	0.421512102226601	0.426105041239796	0.30199415525791	0.481486792302913	0.387798531815138	0.489275138245517	0.820897922496188	0.84102358864761	0.5912521578054	0.391900752449025	0.23877224630206	0.408511192274608	0.277371232145042	0.396020139278349	0.132932304462353	0.231489440551707	0.891731799996973	0.826355241907154	0.228841546272462	0.603093831311324	0.665489607115433	0.311697864430954	0.62930223818066	0.152393237143064	0.249645862909459	0.839694699193936	0.170664584485221	0.500591044194128	0.37458531585675	0.334606861494563	0.528254343310109	0.671181523256528	0.473079267125931	0.233097823956857	0.638697087269928	0.8174169565771	0.587345004330088	0.621773328150803	0.788406220399778	0.730210692921523	0.213700285274601	0.357118301092532	0.566167962603084	0.402047739297228	0.214942588220286	0.281915405475517	0.846639060793115	0.844337949546668	0.476815687971225	0.800088073686962	0.353513862910824	0.27256899695293	0.305830396432609	0.531467876426214
cg24902362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg24940155	0.269153757321649	0.624170175130248	0.398191224910281	0.1756681414777	0.231908884351461	0.416467847632604	0.11311719504448	0.477398831516284	0.401637452297993	0.232616635669883	0.119180603291511	0.318254915726982	0.277891026619581	0.621058323698943	0.363965138025871	0.454457824692639	0.215589181387018	0.384277952111022	0.386304389277656	0.138638240221348	0.215504069327123	0.662125599489683	0.12039802651538	0.312394046244267	0.913938778520891	0.246677477831654	0.303313337097405	0.239545472200032	0.426590289883189	0.237697568429839	0.820988530993964	0.257458506366388	0.373562064394717	0.21134486172675	0.309092533922905	0.158291955416184	0.161328254045941	0.35333910378849	0.607435584926635	0.556260046799984	0.264302146096347	0.117175331905735	0.113723163938736	0.464380295129569	0.141135502942939	0.410862072586544	0.216757354870924	0.406592920926734	0.335821961711961	0.224646639640463	0.434007310556314	0.791141730434756	0.249346249988093	0.814106590885311	0.794506859141216	0.25682757911043	0.276433808118572	0.371135912985646	0.740695062153206	0.354578386631159	0.320336686431289	0.566227862411971	0.302699113144441	0.292208740901012	0.705247162059209	0.309516315670894	0.606071180395878	0.0962520981230513	0.185679118624014	0.19589798280397	0.863653946542932	0.418979235450291	0.182691672574953	0.166063846995313	0.260490793315295	0.739863706550568	0.224580693311204	0.312563991674379	0.106378313294277	0.403253826974853	0.47301352958536	0.145840497876125	0.407950161333845	0.915328366446846	0.25356251693072	0.540480246432991	0.263725963146636	0.270356756695384	0.215346700908864	0.300893230634682	0.349143816252206	0.212944012756818	0.632426750641321	0.158581891844717	0.201948964974206	0.33143192266657	0.247516255144084	0.11793977451663	0.2184167554966	0.369100856338012	0.175755527537782	0.373144890809923	0.517184325853027	0.371675126580294	0.510623507036283	0.361819002062673	0.640873386456427	0.393322270261108	0.367443477965362	0.179422733710022	0.221348726390044	0.267584426019163	0.27285138020595	0.364900517130715	0.211941353223218	0.132309078266088	0.1969794068276	0.334388670498945	0.456359671154521	0.486714663473722	0.407203424126884	0.305482887262086	0.323472491885267	0.640656051372102	0.322346389565763	0.74288562139975	0.490868824615951	0.311510230333464	0.487460100388802	0.362012272931028	0.453081186644644	0.436834651959861	0.276230209633393	0.55243554284557	0.187889199218528	0.175941650826382	0.272914340989027	0.389314868022334	0.407872400144074	0.202291943587743	0.229672195990874	0.286394782878177	0.251485192123458	0.785560854111	0.209366621443092	0.839621573973174	0.209478804041975	0.0710598421131067	0.43948115863642	0.472811722750654	0.259010804984715	0.310772502110462	0.228896040503069
