A_CpG_ID	TCGA-N5-A4RV-01A	TCGA-NA-A5I1-01A	TCGA-ND-A4WA-01A	TCGA-N5-A4RO-01A	TCGA-ND-A4WF-01A	TCGA-N6-A4VD-01A	TCGA-N8-A4PQ-01A	TCGA-N5-A4RN-01A	TCGA-N7-A59B-01A	TCGA-N5-A4RU-01A	TCGA-N7-A4Y5-01A	TCGA-N5-A4RS-01A	TCGA-N5-A4RJ-01A	TCGA-N9-A4Q3-01A	TCGA-N8-A4PN-01A	TCGA-N8-A4PI-01A	TCGA-QN-A5NN-01A	TCGA-N8-A4PM-01A	TCGA-NA-A4R1-01A	TCGA-N6-A4VG-01A	TCGA-NF-A5CP-01A	TCGA-N8-A4PP-01A	TCGA-N5-A4RF-01A	TCGA-N5-A4RM-01A	TCGA-N5-A4RT-01A	TCGA-QM-A5NM-01A	TCGA-NA-A4QW-01A	TCGA-ND-A4W6-01A	TCGA-ND-A4WC-01A	TCGA-N9-A4Q7-01A	TCGA-N8-A56S-01A	TCGA-NG-A4VU-01A	TCGA-N5-A59F-01A	TCGA-N9-A4Q8-01A	TCGA-N5-A4R8-01A	TCGA-N7-A4Y8-01A	TCGA-N5-A59E-01A	TCGA-NF-A4WU-01A	TCGA-N9-A4Q1-01A	TCGA-N5-A4RD-01A	TCGA-NF-A4X2-01A	TCGA-N8-A4PO-01A	TCGA-N5-A4RA-01A	TCGA-N6-A4VE-01A	TCGA-NF-A4WX-01A	TCGA-N9-A4PZ-01A	TCGA-NA-A4QX-01A	TCGA-NG-A4VW-01A	TCGA-N6-A4VF-01A	TCGA-N8-A4PL-01A	TCGA-N6-A4V9-01A	TCGA-NA-A4R0-01A	TCGA-N7-A4Y0-01A	TCGA-NA-A4QV-01A	TCGA-N6-A4VC-01A	TCGA-NA-A4QY-01A	TCGA-N9-A4Q4-01A
cg10533493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10617091	NA	0.890427523498052	0.829864796355424	0.876636570522714	NA	0.874508333739068	NA	0.869812826266145	NA	NA	0.846049977101453	0.83353983871367	0.853074480730995	0.890325567836431	0.872915904124363	0.888260276168596	0.848255890865049	0.862032744066047	0.932923558396087	NA	0.837329047969936	0.874398525763634	NA	NA	0.901565680822711	NA	0.854897198162879	0.824906316411598	0.818831068107864	NA	0.825986551427679	NA	NA	0.823113183235979	0.854659396645589	0.829930681041585	NA	0.813842527752717	0.841176586151558	0.848306952659931	0.800002302467335	0.899394864967324	0.833567402062377	0.830740662396482	0.856886033813914	0.868558435779242	0.849003578518308	0.850935548789412	0.810141548225106	0.814670154486898	0.802209359366862	0.933188982312521	NA	NA	0.820479467775632	NA	0.843575239347884
cg10635350	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10635719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10677688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10681811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10747758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10751914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10759572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10778931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10800519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10817408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10839128	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10840615	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10846614	0.180888175993586	0.285257402162278	0.258890823850835	0.129082676036528	0.167616547553663	0.16790880010151	0.311450573797399	0.0730862901389129	0.416830400663577	0.115470640707341	0.403819947191939	0.384360595605963	0.207988036193705	0.315616777632312	0.623885265662401	0.259926635267543	0.250764730561108	0.208837593622369	0.0738592249199134	0.582956411642538	0.206566795167981	0.390323662212428	0.232647238635188	0.280906854359663	0.34107533133764	0.0860894350120227	0.464360588268151	0.406215538301358	0.175308511483472	0.22881295168793	0.286017414014447	0.505975351495598	0.279693998220293	0.358548649751481	0.144188910156932	0.414296396307696	0.257361719635936	0.491270843789278	0.529512917566912	0.122025344228379	0.11837067528829	0.338931422108012	0.39300483645469	0.382925083028575	0.51836452646511	0.335576037725644	0.216362408392787	0.38481870215393	0.191201352150835	0.539237787109795	0.236819548334601	0.238967822157424	0.0842653788767707	0.606285007617713	0.171781828544951	0.208805864544213	0.235694094406252
cg10867456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10930679	0.598753119762204	0.86119928730902	0.854940380225585	0.504423708122119	0.909332611773431	0.919311018835756	0.884493611725157	0.158924846796992	0.543545597123641	0.893827924858766	0.416137905532053	0.808529729547678	0.912255970548689	0.891871460949567	0.907906041627205	0.786864497042726	0.648772853890435	0.730721567161288	0.52646002363602	0.954386491775266	0.735183634188046	0.895757010418837	0.860555874082592	0.681749470865971	0.849025785081603	0.51207522321913	0.900762473008797	0.883292488037357	0.882075202075679	0.912102217397808	0.884790481136365	0.868412227023735	0.563100624297549	0.818495495023439	0.792027949025411	0.378405485597522	0.756167486212908	0.906641813033803	0.795598490398041	0.822860619015195	0.233641195484908	0.787397792701636	0.846803285590669	0.602941945057156	0.953869433023812	0.605007793412291	0.679571575479301	0.865935020688195	0.78867502249983	0.937511010772389	0.57017566585918	0.896153456303794	0.353381163458942	0.751654915342402	0.925352011679458	0.921257574615316	0.426190863951147
cg10932815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10945028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10959344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg10998505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11047457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11089276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11122456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11131508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11135347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11136406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11137761	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11163362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11165316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11166888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11205224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11212329	0.320747275873791	0.783481272953951	0.933112686314393	0.242372860459647	0.70127890713552	0.54797828236832	0.49109618126611	0.142857478295613	0.403382097951263	0.399764193686151	0.298861067177855	0.881290495800722	0.488882871025711	0.668545795288102	0.413249068564779	0.470237632901907	0.476501654517572	0.735921659187504	0.129987320086745	0.876248692112954	0.641007402619754	0.604514852545324	0.284723210050407	0.706985141771734	0.648181725042062	0.911572486394881	0.298426300350597	0.579484558121982	0.19615804511031	0.279849821625555	0.720763739458168	0.335298753279216	0.695535717037498	0.881975576152024	0.474641707715342	0.546194230113579	0.360986878237515	0.831243476579265	0.461592260228257	0.50763233794524	0.136004074963798	0.889555565242137	0.617473759335789	0.844401581456288	0.921375595577136	0.860274054667567	0.466709509437227	0.749493026438532	0.622462531076198	0.921662491120391	0.740195059939397	0.572964084549352	0.20216446052026	0.873703969147522	0.855504229442212	0.742225735902947	0.724414211901415
cg11231740	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11239335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11248957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11332701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11333436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11335419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11343941	0.944675935425841	0.932131680437061	0.948241102057989	0.908415657990238	0.926681013192381	0.935894538379104	0.927999940735796	0.939631466905498	0.938811009626377	0.934389470704529	0.905425129779321	0.708449998798849	0.918096557601161	0.886286998050979	0.946082040924027	0.944346444431982	0.873871606481269	0.894844540418013	0.810839237984052	0.953700845575984	0.941477642509554	0.912760167816761	0.945455967311763	0.945125844691356	0.825413486503512	0.958440732734756	0.813819754097168	0.911492321137641	0.953374178520896	0.959672111687914	0.906303488094272	0.904795951476551	0.897483251449629	0.945917877275907	0.897158087947399	0.948496521917837	0.770181899219645	0.938653357306929	0.939575473117839	0.903288870070927	0.942829341999293	0.92603098118533	0.950336439173311	0.942960485061146	0.932387314731239	0.943808072421998	0.957414579750248	0.957464623179952	0.948479910506638	0.941079149363833	0.899426450117203	0.937174755891998	0.95683241180654	0.960065649582585	0.787065214969829	0.923046251010176	0.847336248081389
cg11345718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11359737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11363234	0.573244307539085	0.625761629110239	0.892643776739097	0.718181353221721	0.821164215882943	0.620467413314558	0.717974164355735	0.859250270963309	0.894551831666003	0.794509832814372	0.884130942535385	0.538968629573154	0.649304404810773	0.846025013437509	0.798286371248003	0.851903877491733	0.664820227935531	0.611222754309066	0.480834779142727	0.860607643387864	0.612035267983301	0.735373840497175	0.773682137668401	0.730510928260807	0.479294903787695	0.718116208901425	0.720681307540328	0.768669833206126	0.854593208366797	0.770758520009507	0.638582685778404	0.696954320440698	0.705505623668078	0.709368452256978	0.338064342278032	0.531035127520055	0.568957088608963	0.600904898760279	0.67423476979869	0.656465867603788	0.492751884234993	0.765862787806913	0.823299037389883	0.586967616866542	0.844277933553456	0.603612389524458	0.786811940371202	0.498364440597857	0.67879536155306	0.883746643755867	0.791331780256882	0.7784124846985	0.508719548654602	0.836697419923665	0.592506633649012	0.83204139751751	0.570958177155909
cg11380503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11427900	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11429177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11445797	0.596346297435585	0.429478813571898	0.936308294814676	0.11702023232134	0.192103345482084	0.933483721886309	0.680759041381113	0.925675562326491	0.916650004606089	0.928495443044622	0.946273055816428	0.278965087837563	0.573667455435027	0.50560285085956	0.524246981228198	0.217858681470208	0.135689636725743	0.618445120287098	0.901054304186853	0.932810582542677	0.932501281369572	0.922994286454535	0.758190290271675	0.943377783825399	0.0947047217640159	0.939391034409893	0.83439174145648	0.83825211289598	0.381417592967124	0.340991125605069	0.126901081123968	0.935779078241782	0.258865008995151	0.883725278830553	0.382988136578657	0.923615084438586	0.234394564475184	0.936572345721173	0.622045164533669	0.839058803827792	0.410261678329309	0.800640464768326	0.924655968602328	0.273568562689364	0.940428219140278	0.655894351595003	0.931068879644926	0.863990918484323	0.933518670964637	0.928083407130202	0.820322049140466	0.639853863633691	0.925928107196934	0.663899644725761	0.793883128034635	0.941064210694897	0.710304724283142
cg11451315	0.942687098926279	0.951197580468351	0.946790556116937	0.931423711147093	0.952660006727611	0.805480167625352	0.938041123364655	0.665895698389754	0.76388137455401	0.931511928486904	0.941887554357063	0.944691664018932	0.909591405047641	0.948161758055962	0.947893836262167	0.650975712459556	0.499889557651686	0.824151344165626	0.674006951439088	0.915126933507071	0.662451565614576	0.497162464019676	0.263476578248949	0.914015710634348	0.73453502915912	0.292996555455706	0.9323259058636	0.91312544688037	0.720134555622047	0.869491859818185	0.940915527723213	0.946660705191554	0.720088691689373	0.905849060359547	0.898710916546121	0.914906901853414	0.894884873588007	0.94745375382598	0.604432788613246	0.806801077457412	0.169477009524021	0.757687491697697	0.938529745970425	0.839200042017453	0.927994738288487	0.700940914470525	0.898167366976225	0.672644830444732	0.618032297874525	0.943777715406066	0.929198666713876	0.844482864516513	0.852887051448634	0.465419961795124	0.934528037301517	0.947729018259071	0.728119665147556
cg11521212	NA	0.915548254027498	0.808340846166943	NA	NA	0.896584752626068	0.694156922224783	0.118349385622768	0.814554701966116	NA	0.865484992750662	0.759120681970974	0.827207400343016	0.867271085952348	0.833121802681145	0.880361541972231	0.76222797954864	0.665986451968754	0.154479139770495	0.881373297278132	0.795625346053615	0.763711872254061	0.766050931387693	NA	0.586577878232408	0.836784545425561	NA	NA	0.779627775672232	0.747749086607342	NA	0.714905953439672	NA	0.886643184051804	NA	0.749370017034246	NA	0.854376188719464	0.755094216598502	0.720939332835983	0.243088009389558	NA	NA	0.845519993215999	0.884020933725131	0.84952902090751	0.403403571689705	0.883087537099861	0.853285835595799	0.878548054898265	0.711581879548487	0.83584183865687	NA	0.826770317434362	NA	0.846882722382237	NA
cg11546131	0.718573139350043	0.758283725002573	0.830050266117439	0.807588763068268	0.727368918230146	0.595639281348907	0.7553496203587	0.814332312461112	0.813931449778195	0.858257981880481	0.89157074055046	0.819474031383819	0.774361240192197	0.860170108930418	0.827331251813857	0.610794434430534	0.735302758823104	0.73021806451366	0.709709121424366	0.852182605558176	0.750959411957859	0.721795954346649	0.892204451724416	0.836289040148858	0.686225723310624	0.879133452850047	0.690821226607012	0.831539499804995	0.828324562674978	0.742454093053942	0.813039931787179	0.724283289405673	0.75525784917822	0.817816641857936	0.722088131785758	0.88924502256861	0.720440189529623	0.892900469921752	0.807627242300256	0.712071823174032	0.815940303623639	0.76098095077274	0.85877648828717	0.705452155340396	0.873479191070816	0.722778906507315	0.775211529857521	0.860333265157993	0.658069497597598	0.908567240721519	0.782546436172634	0.778826747677337	0.625287222380495	0.768919505775041	0.81081116519976	0.883361017177343	0.818316763397012
cg11549871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11648402	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11686069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11688553	0.648298563176153	0.783095178854768	0.814818359758992	0.858545533916104	0.842096179334984	0.322762928255789	0.578013232542433	0.575258467885295	0.890737155810323	0.658812127135468	0.843822717197305	0.725748033823896	0.816346042061371	0.849876814735781	0.552286155653685	0.421364889681639	0.670326885117336	0.238695941376509	0.608887706463823	0.85124997618907	0.388849101834928	0.916208145618593	0.72162728753255	0.781774036031213	0.740197261523282	0.813943452391228	0.607350122148065	0.656909785399378	0.893206449528434	0.654830688264425	0.421963751271701	0.715478598918394	0.671295828969248	0.916593126001602	0.47854004795913	0.902406382839727	0.510722786781392	0.943840670238616	0.815516891418908	0.504310660502218	0.323521946433436	0.742911086034976	0.819709747256439	0.809690448211556	0.845618621257425	0.864900278174704	0.741358320446897	0.93361907504681	0.917953532934364	0.906238820000479	0.704588530525412	0.636063338698536	0.444253587415785	0.836078633211793	0.856004777022926	0.881077323094497	0.832217886327562
cg11722990	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg11753004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
