A_CpG_ID	TCGA-G5-6235-01A	TCGA-EI-6506-01A	TCGA-F5-6571-01A	TCGA-G5-6233-01A	TCGA-DC-6682-01A	TCGA-CI-6620-01A	TCGA-AF-2690-01A	TCGA-AG-3591-01A	TCGA-F5-6811-01A	TCGA-AG-A020-01A	TCGA-DC-6683-01A	TCGA-G5-6572-01A	TCGA-G5-6572-02A	TCGA-EF-5830-01A	TCGA-CI-6621-01A	TCGA-AF-3911-01A	TCGA-EI-6512-01A	TCGA-DC-6156-01A	TCGA-EI-7002-01A	TCGA-EI-6885-01A	TCGA-CI-6624-01C	TCGA-CI-6619-01B	TCGA-DC-6154-01A	TCGA-F5-6864-01A	TCGA-F5-6810-01A	TCGA-DT-5265-01A	TCGA-AF-6136-01A	TCGA-AF-6672-01A	TCGA-DC-6157-01A	TCGA-EI-6509-01A	TCGA-AG-4021-01A	TCGA-AG-3731-01A	TCGA-CL-5917-01A	TCGA-F5-6863-01A	TCGA-AF-A56N-01A	TCGA-DY-A1DG-01A	TCGA-DY-A1DD-01A	TCGA-AG-A02N-01A	TCGA-F5-6813-01A	TCGA-F5-6814-01A	TCGA-DY-A0XA-01A	TCGA-DC-4749-01A	TCGA-EI-7004-01A	TCGA-DY-A1H8-01A	TCGA-EI-6882-01A	TCGA-F5-6465-01A	TCGA-EI-6508-01A	TCGA-AF-2687-01A	TCGA-AG-3742-01A	TCGA-AF-2693-01A	TCGA-G5-6641-01A	TCGA-BM-6198-01A	TCGA-AG-A026-01A	TCGA-AH-6547-01A	TCGA-F5-6861-01A	TCGA-DC-6158-01A	TCGA-EI-6510-01A	TCGA-DC-5337-01A	TCGA-AG-3592-01A	TCGA-EI-6917-01A	TCGA-AH-6549-01A	TCGA-AH-6897-01A	TCGA-AH-6903-01A	TCGA-DY-A1DC-01A	TCGA-EI-6881-01A	TCGA-DC-6681-01A	TCGA-AG-A01W-01A	TCGA-AH-6544-01A	TCGA-AG-A01Y-01A	TCGA-CI-6623-01B	TCGA-CL-4957-01A	TCGA-EI-6884-01A	TCGA-CI-6622-01A	TCGA-DC-5869-01A	TCGA-EI-6507-01A	TCGA-EI-6511-01A	TCGA-AH-6644-01A	TCGA-AG-3725-01A	TCGA-DC-6155-01A	TCGA-F5-6702-01A	TCGA-CL-5918-01A	TCGA-AG-A036-01A	TCGA-EI-6513-01A	TCGA-AF-A56K-01A	TCGA-DC-6160-01A	TCGA-DY-A1DE-01A	TCGA-EI-6883-01A	TCGA-EF-5831-01A	TCGA-EI-6514-01A	TCGA-AF-4110-01A	TCGA-DC-4745-01A	TCGA-F5-6464-01A	TCGA-AG-4022-01A	TCGA-DY-A1DF-01A	TCGA-AG-3732-01A	TCGA-AH-6643-01A	TCGA-AF-6655-01A	TCGA-AF-A56L-01A	TCGA-F5-6812-01A
cg14310179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14319700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14347328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14373718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14390884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14404146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14430410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14444297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14558728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14571682	0.95964622982312	0.948768289465734	0.865961334996785	0.942830551471479	0.879091266228516	0.812662845323081	0.943339393903511	0.832665004522758	0.844208746679067	0.935868426453006	0.843158843972479	0.887963143601316	0.917463094230364	0.871058583897675	0.885387695781409	0.959323478299628	0.953760300496267	0.909397966176586	0.881656346841478	0.892483103527685	0.893642034132993	0.854990082933489	0.896947586685195	0.897637264868733	0.806444939930592	0.920371953232768	0.929471837879747	0.860533923778499	0.939622313381494	0.83241662254425	0.95387912078247	0.918709772027377	0.926398422163902	0.862807784162822	0.926175921938072	0.946430424671235	0.951520037841553	0.899385233739379	0.913756489058045	0.904655134808829	0.899399165859795	0.900139981387642	0.78555549672747	0.916606262489584	0.931213254649438	0.882019765423074	0.954073835781898	0.881697341127902	0.890277262918655	0.924389132775584	0.828824917022893	0.909172975947959	0.940607765197418	0.905838460678308	0.866317938152767	0.87012431841455	0.956778659367609	0.901832711446049	0.924030102109538	0.867469198393903	0.848887791580909	0.891168865819624	0.936953888845527	0.892379540929075	0.963792071744917	0.768620871474707	0.930382293405887	0.906275937281746	0.871770527223409	0.917844897860065	0.915965793654679	0.882855303153618	0.92388979612465	0.846619109096674	0.944946032262633	0.953812097414216	0.899097347221617	0.941028088302699	0.844098333575098	0.862516977860468	0.904433152341307	0.898960156306519	0.869075188407832	0.901593823039958	0.910042274474973	0.874743974036833	0.930611360073624	0.882232405776374	0.921734920158377	0.947035365419165	0.951654648389225	0.88003140195036	0.941740970620449	0.931821785097503	0.91485007914137	0.887053337540395	0.890440567960923	0.87202158098125	0.902304291683579
cg14595915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14607955	0.958136231108553	0.960880960458308	0.901504090921064	0.9672865413838	0.920108601453373	0.895031850186981	0.965151749120427	0.918161501129015	0.942753959461017	0.946124129525781	0.950469845085706	0.955411122440605	0.947651080455589	0.92541533294296	0.922631875568775	0.957563382608747	0.971074031104096	0.95587870445333	0.936419729508472	0.951385740410335	0.958765112384987	0.946875932618982	0.950386488673148	0.904921659789075	0.905956178920056	0.936942567208116	0.901367807208643	0.922063381448371	0.943671082773347	0.954425901303925	0.965297444663306	0.934212066017683	0.951722035753052	0.929996637632793	0.957509473305863	0.957188448754672	0.969395707914345	0.954849850237543	0.935286967504177	0.961713603842594	0.937834897427725	0.955954718567832	0.951815853348731	0.939950754090739	0.951900388077905	0.974665508082731	0.962115363226484	0.962118473239818	0.933450153069631	0.940519898526066	0.942715792101712	0.956176554380903	0.961049280400737	0.911896031355752	0.936436204115377	0.94516627542849	0.943250753691152	0.920066346618218	0.964103604593426	0.952599963728596	0.959668198329815	0.913852236477228	0.941561428296599	0.942427015202714	0.955526594321282	0.948265761798341	0.960765734442366	0.936098566640582	0.947960660918263	0.949722607368127	0.953193241998489	0.94284947558908	0.939625876460128	0.955348313397811	0.964678150425904	0.943029228755206	0.947370847463955	0.891650664580362	0.936153191399063	0.952308902343185	0.941684433929125	0.948118324448141	0.952843194224525	0.954134003994433	0.923925551595711	0.939274249646488	0.948002613138644	0.937969972836041	0.970462057927198	0.954669166359116	0.946882034024948	0.959097932016708	0.964566618623203	0.950434588818437	0.880732788685281	0.948778091188445	0.953645125509478	0.948933481505401	0.937902249626183
cg14615553	0.940274672398266	0.901694044419384	0.946659202349441	0.920747464931311	0.929733221965477	0.793469301203762	0.895028467073898	0.909622178456186	0.93272524214475	0.936713688359651	0.947461357534365	0.932164997195963	0.926235396175379	0.941664235420601	0.922343452784367	0.933632888739045	0.906922098434736	0.928381273555494	0.932021265411014	0.901280332427068	0.892139627729319	0.946724807053123	0.807365363581412	0.922107791234935	0.935947175286684	0.919196812715345	0.949278886108777	0.954480990513873	0.917694704102263	0.944595895160078	0.860401515837385	0.779498675327464	0.953162696813553	0.832637490952698	0.920237757101204	0.932911281612287	0.918727801540279	0.941724384951917	0.941990341677796	0.931671483855442	0.948254940448764	0.90684292281372	0.895483971668909	0.92626357795811	0.696690090161973	0.557692072126585	0.920434860497455	0.892181398298897	0.947248150566251	0.926446232109034	0.901153454160457	0.912060669006628	0.864366770804653	0.923904447387758	0.908186658574992	0.675779940067792	0.836517718333727	0.941785191923366	0.902688806222531	0.935161825404372	0.911125735906237	0.947482002308543	0.93323611799689	0.883566009320143	0.910982511239984	0.923098242767567	0.916160211957016	0.941566482038412	0.894288709661835	0.949380410066885	0.910893026820245	0.908611526772904	0.943750606169793	0.941993023755102	0.931949487005658	0.939588553776954	0.876177096428505	0.924353099357862	0.935387356761193	0.82875472785876	0.891139877074678	0.939546207422783	0.893676075545549	0.842312288115247	0.926172589868918	0.694879478989841	0.956470631901019	0.714029618807148	0.856175476096646	0.927564798251173	0.91888351682919	0.951021098943206	0.909258676884149	0.866844735077483	0.939690750950757	0.945320951369274	0.934394102728717	0.922427825638205	0.945730463819248
cg14642414	0.554979340632212	0.719425221578528	0.795396272727975	0.543369795940327	0.543861999412755	0.484993241464585	0.590716620205198	0.322642131671517	0.338387511444063	0.34681142031205	0.474223110109016	0.931412784383176	0.840967591238948	0.28454017738606	0.893050679602773	0.184453991507859	0.775382350934463	0.548833871240429	0.616012281293564	0.422308928083925	0.482194950074988	0.439622590433166	0.284033978273076	0.511276299306348	0.299018236827951	0.842295605493308	0.328970760262597	0.262402601719673	0.486670163138845	0.718235657180872	0.299899221675946	0.867479755575899	0.585912604258145	0.581932157044725	0.27948546661795	0.170062627404303	0.578814355474719	0.606275910829365	0.721084722382589	0.594037131805494	0.912522310081421	0.275328767472019	0.641379195376523	0.899048965520525	0.572112060371656	0.629244981268713	0.426014466624179	0.480932216677531	0.257348565212202	0.466453980008441	0.350993076759483	0.906736512658068	0.375518074485638	0.797315954505415	0.889613423741621	0.372756208970999	0.342887312162071	0.366968026047356	0.749776839006332	0.552835742673444	0.292766449208216	0.134041221089287	0.432431697796978	0.27555354844498	0.91853755032568	0.487355854309711	0.680417324483342	0.814327165818903	0.367587626374818	0.490622880036163	0.601601949505685	0.726496996077339	0.586392161034582	0.44502624588334	0.920010368659345	0.695059407218043	0.54024598224051	0.129025008088604	0.566633988972534	0.438982617916017	0.439006530728362	0.331984674123762	0.212035569571757	0.485118649565301	0.610914847236202	0.296800781954306	0.838358217963628	0.322705577881367	0.774450194339042	0.895893870267433	0.893533673640989	0.774480768837378	0.739539008493728	0.139615709240999	0.866168342988298	0.565426497689487	0.892941737607314	0.523361830118375	0.749681830402415
cg14650677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14670213	0.948535185034454	0.959339721331054	0.953939718813232	0.956225051322215	0.952112562938953	0.654523459448015	0.939888372483741	0.919008301524865	0.240374498029714	0.697910867051766	0.933662481060711	0.955401575824996	0.961943480665148	0.204332496777013	0.870420206970145	0.936843657126473	0.941391490776144	0.81387687116967	0.882973626682032	0.512204449155494	0.826239668369996	0.685358051931423	0.924505678376225	0.820976074134976	0.52753261162957	0.95009162258688	0.943949616948745	0.885737138561202	0.723549115131989	0.596456483415794	NA	0.906437304870327	0.22382487352169	0.942594855855289	0.21405804974272	0.268508395527894	NA	0.610460115636307	0.955155742815958	0.707785931235529	0.916394980259658	0.961416477797605	0.674447542617964	0.940826370684496	0.923525169651826	0.960063444523493	0.299706951747617	0.732228637651964	0.931274702729428	0.968935600653544	0.449538703218868	0.944531149792556	NA	0.948735387751199	0.956795793212318	0.937728103249859	0.540777457809339	0.78931105272077	0.948819682165505	0.915713475473267	0.285506103016439	0.206019818221366	0.935393455255123	NA	0.900227129305667	0.892438052034447	0.807876071535858	0.965812327613184	0.281449824878983	0.959703856130984	0.418411633624413	0.933753995875859	0.860134968064369	0.368603146673761	0.960828681803019	0.946533997807476	0.963039627423599	0.946857564633266	0.758890014293113	0.836287584644692	0.927178287223082	0.686420960936757	NA	0.858555393064911	0.955445140552477	0.402492802135464	0.95428981506229	0.942420559257979	0.950883718221216	0.96247657978091	0.957352522752223	0.960518557833621	0.853029196280108	NA	0.934488985356482	0.962689304759346	0.929668651218621	0.420262927123725	0.953287984780377
cg14673247	0.12728800802925	0.102815489809344	0.11163718434636	0.105540143513419	0.224915764206021	0.128660252147991	0.151719961972578	0.0504154355980024	0.113831590650622	0.0928833910606067	0.133667898302359	0.104533082990945	0.299278793235355	0.0720752633751486	0.234697689002808	0.0718157811176279	0.196318799295405	0.188824019277816	0.0742875071131572	0.1404044178053	0.209223617953102	0.206763909327422	0.0926558884554688	0.17112768127241	0.103790004682815	0.185214319331797	0.0903932078318052	0.0975055525703024	0.12601941035278	0.0874661952995946	0.108243193792084	0.193891799170187	0.100307774954032	0.0972760948495687	0.100582037667633	0.0622371755745203	0.070155655955751	0.133471672198422	0.302792998699092	0.159744714650063	0.109452194305165	0.101779494443969	0.201087165259486	0.0440397502923419	0.0949022483744402	0.206199916047753	0.0960151670312945	0.15842927237828	0.0830032559046169	0.124041836828285	0.116455824092759	0.313671992683598	0.1022171087027	0.201906767062919	0.161061982885373	0.131073158499346	0.0752366589172949	0.12280283381267	0.0776770376587364	0.269840446229033	0.175746757601863	0.0702166862320882	0.0991343705107144	0.145871619582401	0.143428315326246	0.148753660674815	0.156663851009168	0.137518146044782	0.132788339573605	0.211215691008094	0.0894946255517271	0.168317981939183	0.0956047267780101	0.0926273449913552	0.511213784405938	0.161503436651666	0.156350167343784	0.0567039600129611	0.0877231591848119	0.128868080676401	0.0858957214533434	0.108791200132162	0.0849649372820787	0.158078653425346	0.137591497931826	0.084272897533689	0.107618731483109	0.133905327624632	0.0552268434912226	0.127226532482038	0.06119297672191	0.137033749143954	0.114907886563647	0.0497987345642512	0.188728689549177	0.147794365936082	0.166251749122597	0.137474816608162	0.173527601394218
cg14677013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14683055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14706226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14707886	0.937755338914567	0.942923986679705	0.950546313742102	0.953735678072841	0.95458851984532	0.953063017893478	0.912702968892625	0.932307399772703	0.947728970122199	0.90353095596387	0.960426692648923	0.94259458875875	0.941601641886129	0.311155794907816	0.935699049278232	0.941228190917933	0.903725256275472	0.938151871722602	0.94880008355419	0.952098300213124	0.9314240265896	0.953172102616553	0.948082208613927	0.964948185116209	0.965840242357133	0.952463782196451	0.950251189746083	0.932502356419833	0.950262813358881	0.953238612239563	0.949853511587332	0.95275048857664	0.928682942426729	0.953369864603558	0.951963293236302	0.944456246645806	0.940178448225955	0.901218217485977	0.904738800075501	0.960977622176066	0.911232724830099	0.922447797101647	0.947040220436096	0.908426138339367	0.940811257506002	0.949109149452219	0.90835708435282	0.944218906157965	0.938624489234961	0.954380481366333	0.936271348653139	0.923413272205505	0.908151602967477	0.917470951227335	0.917375731872319	0.94739244936195	0.935850932451861	0.872777511293255	0.942228305291459	0.946876482088321	0.952096327926172	0.9410389902863	0.939137980535145	0.940826126541298	0.952862295811511	0.94498057147906	0.896539484963247	0.930927866933817	0.880403153761442	0.958230564401333	0.922565926446099	0.936649174174597	0.958290832822912	0.936747335536353	0.938190689182681	0.907171726039692	0.941270441408195	0.916107977403066	0.95811145737545	0.959746140219958	0.941124643595739	0.89423078706798	0.95393182000836	0.921386252502263	0.930959214055659	0.914415256389536	0.947343847655595	0.942010219343941	0.938458666652622	0.934191014305119	0.919292728976038	0.951806156315546	0.944072880627063	0.930592053649251	0.955800351007106	0.956721144057813	0.947874698249266	0.936230738488728	0.958634425864784
cg14715098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14741811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14756640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14757759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14773480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14798158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14835746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14840439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg14841222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
