A_CpG_ID	TCGA-3B-A9HO-01A	TCGA-PC-A5DM-01A	TCGA-HB-A43Z-01A	TCGA-DX-A6BK-01A	TCGA-IF-A4AK-01A	TCGA-FX-A3NK-01A	TCGA-K1-A3PO-01A	TCGA-DX-AB35-01A	TCGA-PC-A5DP-01A	TCGA-QQ-A8VG-01A	TCGA-DX-A8BO-01A	TCGA-DX-A6BE-01A	TCGA-X2-A95T-01A	TCGA-DX-AB2Q-01A	TCGA-3B-A9HS-01A	TCGA-WK-A8XY-01A	TCGA-KD-A5QU-01A	TCGA-DX-AB2P-01A	TCGA-QQ-A8VB-01A	TCGA-WP-A9GB-01A	TCGA-IS-A3K8-01A	TCGA-SI-A71P-01A	TCGA-K1-A6RU-01A	TCGA-3B-A9HZ-01A	TCGA-X6-A8C5-01A	TCGA-DX-A6BH-01A	TCGA-3B-A9HI-01A	TCGA-DX-A3LS-01A	TCGA-DX-A240-01A	TCGA-DX-A8BX-01A	TCGA-DX-A6BB-01A	TCGA-3B-A9HV-01A	TCGA-LI-A67I-01A	TCGA-DX-A8BU-01A	TCGA-VT-AB3D-01A	TCGA-MB-A5Y8-01A	TCGA-VT-A80J-01A	TCGA-DX-A8BH-01A	TCGA-DX-A3UF-01A	TCGA-DX-A6YZ-01A	TCGA-X6-A8C6-01A	TCGA-DX-A3UD-01A	TCGA-K1-A6RV-01A	TCGA-MB-A8JK-01A	TCGA-DX-A8BP-01A	TCGA-DX-A23U-01A	TCGA-UE-A6QT-01A	TCGA-VT-A80G-01A	TCGA-N1-A6IA-01A	TCGA-MB-A8JL-01A	TCGA-DX-A1L3-01A	TCGA-DX-A6BG-01A	TCGA-3B-A9HU-01A	TCGA-DX-A7ES-01A	TCGA-K1-A42X-02A	TCGA-SI-A71O-06A	TCGA-K1-A42X-01A	TCGA-X9-A971-01A	TCGA-DX-AB2S-01A	TCGA-PC-A5DO-01A	TCGA-3B-A9I3-01A	TCGA-X6-A8C4-01A	TCGA-HB-A5W3-01A	TCGA-3B-A9HR-01A	TCGA-SI-A71Q-01A	TCGA-DX-A3M1-01A	TCGA-DX-A6Z0-01A	TCGA-DX-A48P-01A	TCGA-DX-A48L-01A	TCGA-PC-A5DN-01A	TCGA-3R-A8YX-01A	TCGA-QQ-A5VD-01A	TCGA-DX-A1KU-01A	TCGA-DX-A6YX-01A	TCGA-DX-A8BT-01A	TCGA-DX-AB2O-01A	TCGA-DX-A6BF-01A	TCGA-DX-A7EL-01A	TCGA-3B-A9HP-01A	TCGA-QC-AA9N-01A	TCGA-DX-A1KY-01A	TCGA-DX-A23R-01A	TCGA-JV-A5VF-01A	TCGA-DX-A3UA-01A	TCGA-IW-A3M5-01A	TCGA-RN-A68Q-01A	TCGA-DX-A7EU-01A	TCGA-WK-A8XS-01A	TCGA-MB-A5Y9-01A	TCGA-SG-A849-01A	TCGA-DX-A3U7-01A	TCGA-IS-A3K6-01A	TCGA-WK-A8XZ-01A	TCGA-3B-A9HJ-01A	TCGA-QQ-A5VC-01A	TCGA-WK-A8XX-01A	TCGA-DX-A3UE-01A	TCGA-DX-AB2V-01A	TCGA-DX-A8BV-01A	TCGA-MO-A47P-01A	TCGA-IW-A3M6-01A	TCGA-IW-A3M4-01A	TCGA-MJ-A68J-01A	TCGA-DX-A6YU-01A	TCGA-FX-A48G-01A	TCGA-FX-A3TO-01A	TCGA-MJ-A850-01A	TCGA-DX-A6Z2-01A	TCGA-UE-A6QU-01A	TCGA-IS-A3KA-01A	TCGA-K1-A6RT-01A	TCGA-DX-A48K-01A	TCGA-QC-A7B5-01A	TCGA-DX-A3LW-01A	TCGA-DX-AB2W-01A	TCGA-DX-A1KZ-01A	TCGA-DX-A2J0-01A	TCGA-MB-A5YA-01A	TCGA-DX-A8BS-01A	TCGA-DX-A23Y-01A	TCGA-FX-A8OO-01A	TCGA-DX-AB2G-01A	TCGA-DX-A8BG-01A	TCGA-X6-A8C3-01A	TCGA-DX-A3LY-01B	TCGA-WK-A8XT-01A	TCGA-DX-A7ET-01A	TCGA-DX-A7EN-01A	TCGA-DX-A8BN-01A	TCGA-QQ-A8VF-01A	TCGA-DX-AATS-01A	TCGA-SI-AA8B-01A	TCGA-IF-A4AJ-01A	TCGA-IE-A4EJ-01A	TCGA-Z4-AAPG-01A	TCGA-IE-A4EK-01A	TCGA-DX-A6YQ-01A	TCGA-DX-A2IZ-01A	TCGA-DX-A3U6-01A	TCGA-HS-A5N8-01A	TCGA-DX-A7EO-01A	TCGA-DX-A1L2-01A	TCGA-DX-A48J-01A	TCGA-QQ-A8VD-01A	TCGA-DX-A1KX-01A	TCGA-MO-A47R-01A	TCGA-DX-A1L4-01A	TCGA-FX-A3NJ-01A	TCGA-X6-A7WB-01A	TCGA-K1-A42W-01A	TCGA-SI-A71O-01A	TCGA-3B-A9HL-01A	TCGA-QQ-A5V2-01A	TCGA-DX-A3U8-01A	TCGA-RN-AAAQ-01A	TCGA-X6-A7WD-01A	TCGA-DX-AB2E-01A	TCGA-DX-A6YT-01A	TCGA-KD-A5QS-01A	TCGA-IF-A3RQ-01A	TCGA-FX-A2QS-01A	TCGA-DX-AB2L-01A	TCGA-3B-A9HX-01A	TCGA-HS-A5NA-01A	TCGA-DX-A1KW-01A	TCGA-DX-AB2T-01A	TCGA-DX-AB2J-01A	TCGA-KF-A41W-01A	TCGA-DX-A6B7-01A	TCGA-DX-A7EQ-01A	TCGA-IE-A4EH-01A	TCGA-HS-A5N9-01A	TCGA-QQ-A5VB-01A	TCGA-DX-A6YR-01A	TCGA-HB-A3YV-01A	TCGA-DX-A3U9-01A	TCGA-DX-AB37-01A	TCGA-X6-A7WC-01A	TCGA-SG-A6Z4-01A	TCGA-DX-A23V-01A	TCGA-DX-A2J1-01A	TCGA-SG-A6Z7-01A	TCGA-HS-A5N7-01A	TCGA-3B-A9HY-01A	TCGA-IE-A3OV-01A	TCGA-DX-A7EI-01A	TCGA-DX-A23Z-01A	TCGA-FX-A76Y-01A	TCGA-DX-A6BA-01A	TCGA-3B-A9HT-01A	TCGA-QQ-A8VH-01A	TCGA-DX-A8BZ-01A	TCGA-PT-A8TR-01A	TCGA-HB-A3L4-01A	TCGA-DX-AB2H-01A	TCGA-DX-A3UC-01A	TCGA-DX-A1L0-01A	TCGA-FX-A3RE-01A	TCGA-X6-A7WA-01A	TCGA-DX-A48V-01A	TCGA-IE-A6BZ-01A	TCGA-DX-A8BK-01A	TCGA-3B-A9HQ-01A	TCGA-X6-A8C2-01A	TCGA-DX-A8BM-01A	TCGA-DX-AB3C-01A	TCGA-DX-AB2Z-01A	TCGA-DX-A48N-01A	TCGA-DX-A8BJ-01A	TCGA-DX-AB2X-01A	TCGA-PC-A5DL-01A	TCGA-QQ-A5V9-01A	TCGA-DX-A7ER-01A	TCGA-X6-A8C7-01A	TCGA-3B-A9I1-01A	TCGA-DX-A7EM-01A	TCGA-3B-A9I0-01A	TCGA-WK-A8Y0-01A	TCGA-JV-A75J-01A	TCGA-IE-A4EI-01A	TCGA-KD-A5QT-01A	TCGA-DX-A8BQ-01A	TCGA-X6-A7W8-01A	TCGA-PC-A5DK-01A	TCGA-Z4-A8JB-01A	TCGA-DX-AB3A-01A	TCGA-DX-A6B9-01A	TCGA-DX-A3LU-01A	TCGA-DX-A48U-01A	TCGA-IS-A3K7-01A	TCGA-VT-A80J-02A	TCGA-DX-A8BR-01A	TCGA-DX-A1L1-01A	TCGA-DX-AB36-01A	TCGA-Z4-A9VC-01A	TCGA-DX-A6YV-01A	TCGA-HB-A2OT-01A	TCGA-QQ-A5VA-01A	TCGA-DX-A3UB-01A	TCGA-WK-A8XQ-01A	TCGA-MJ-A68H-01A	TCGA-DX-AB30-01A	TCGA-DX-A3U5-01A	TCGA-DX-A7EF-01A	TCGA-X9-A973-01A	TCGA-LI-A9QH-01A	TCGA-DX-A3M2-01A	TCGA-DX-AB3B-01A	TCGA-DX-A6B8-01A	TCGA-QC-A6FX-01A	TCGA-DX-AB2F-01A	TCGA-SI-AA8C-01A	TCGA-DX-A48R-01A	TCGA-DX-AB32-01A	TCGA-DX-A6YS-01A	TCGA-Z4-AAPF-01A	TCGA-JV-A5VE-01A	TCGA-DX-A3LT-01A	TCGA-DX-A8BL-01A	TCGA-WK-A8XO-01A	TCGA-DX-A48O-01A	TCGA-K1-A3PN-02A	TCGA-K1-A3PN-01A	TCGA-DX-A23T-01A	TCGA-DX-A2J4-01A
cg00253854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00264298	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00301256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00314276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00318682	0.797261358823326	0.204037841926526	0.756526758590257	0.718587730923379	0.801262750067065	0.668568383202938	0.694487760048738	0.132813676389472	0.558522214362295	0.591875920542828	0.467158907687863	0.646621388712762	0.891363140671388	0.231245401794732	0.717420600454625	0.103754537661983	0.0912458012193521	0.260658060443772	0.820536637794416	0.466751623702397	0.934868672136595	0.686391969973923	0.636902081674981	0.586027859002737	0.410117851508631	0.831066761300583	0.448423745536001	0.82681637184391	0.628354962169245	0.751452429765867	0.836474552758846	0.283399207206246	0.273212831861282	0.0884473584074356	0.668476419989121	0.322391173617903	0.595413042740372	0.415755549132284	0.31134762102817	0.394422015141099	0.442593463141615	0.0954424984064235	0.360621926866205	0.520557377111905	0.648646781024029	0.537847140680221	0.5406777688496	0.215610019642085	0.309502898720695	0.875658898981106	0.445553881642005	0.525043853547957	0.524974019436373	0.775778502188726	0.933924769759746	0.577017313525917	0.945977920132399	0.185926591296261	0.592226498431813	0.851068740486715	0.531111422513516	0.160594185685877	0.897819802557059	0.206922596340031	0.555401902479587	0.491426664418308	0.368169056064058	0.61581556410997	0.762606319856912	0.871224563039873	0.300084576780807	0.76615949577515	0.617387864345297	0.115418724527159	0.640885952254212	0.093607136460738	0.498496390424111	0.617451573757551	0.797764993012139	0.784363365421947	0.836162110271313	0.299814479346045	0.508199083865091	0.323686050779918	0.38027307067295	0.575457226283821	0.589546925582356	0.220106563736825	0.744276830247439	0.540343365185145	0.603639378837914	0.494855781352826	0.441621713548179	0.694112173693451	0.183229341495068	0.405476481267076	0.09883526001192	0.628835059380696	0.286594889845752	0.838775216019394	0.770567786568985	0.936147542642693	0.61145855106089	0.461864876179197	0.411796802815026	0.232982275625927	0.781182441324108	0.330688146877549	0.740209212679788	0.225826911180361	0.637611348405307	0.34538933038201	0.348457526611611	0.640168067087296	0.362381033809496	0.87717789319666	0.373989887087435	0.723145861713938	0.289214270154864	0.828281381902708	0.646210356699876	0.910585908513679	0.41733500865022	0.30508200434168	0.499629828051322	0.729227226672808	0.407160179512509	0.153412421247878	0.294283069052847	0.272458994125277	0.296455329736287	0.145845969622278	0.610326723280313	0.313429334021422	0.253993566553545	0.80387174386154	0.285579804630165	0.947094534756202	0.683530363492744	0.785819621276814	0.70215650954688	0.463734341870008	0.582123953857785	0.553332626067209	0.204841535389904	0.393637699827741	0.728794657549975	0.903790204904554	0.620513185671647	0.919467001875103	0.165028424355888	0.504906148033209	0.622450169604314	0.574290572084306	0.390433008695504	0.170031050470756	0.644014676721332	0.908220971404176	0.34074595669383	0.654369773448508	0.492532323398822	0.504701651805377	0.425643211446734	0.939044907490301	0.587209367770126	0.457862366799991	0.93257687454941	0.361626963229118	0.552021185422699	0.72308188034479	0.248382110757085	0.0879076971194939	0.486589879516004	0.144100182368888	NA	0.566886901997025	0.645631110016301	0.308361655381259	0.19022185172513	0.912617928039609	0.886962732944459	0.585788334411536	0.442608433820146	0.590400274806303	0.465040087437144	0.800091149333913	0.719417351932798	0.18872158370931	0.686483486528791	0.767760480049816	0.552281640305234	0.258599109255586	0.779116343939826	0.551868532542382	0.819929818024205	0.415192731608335	0.37893318088541	0.734590861375141	0.816907059727958	0.726007620616353	0.13430328701039	0.526632841736908	0.388245380036333	0.261739960186474	0.334561137810848	0.501593565138683	0.442777967624813	0.477982422865558	0.413077342806825	0.208459088657133	0.65160868643839	0.607072789959854	0.718563710387099	0.78129175444487	0.879097104993647	0.85408470078101	0.186776405563578	0.345851151443248	0.0674751510416555	0.701754143610464	0.951434458231521	0.637220279473441	0.346751256355351	0.2799702441566	0.534779347937614	0.757770404278916	0.549401801336249	0.449563999314761	0.536781686811527	0.618044661621906	0.517141803867338	0.400671795736993	0.562510955685136	NA	0.299520849372638	0.0694530952970694	0.677099440524837	0.71051840887398	0.755133724542918	0.528498068630209	0.475565938422959	0.516695403330465	0.789468134945012	0.174633206533487	0.6031377300152	0.145897772432721	0.619964883880244	0.606829504693952	0.175704851340242	0.356417100525888	0.237513451737877	0.558530294199383	0.143544765242249	0.46943821627296	0.594346371525678	0.735727351590931	0.205235234707415	0.373558592849099	0.263342195137641	0.68375207610775	0.890331775754926	0.39493012110633	0.566709867120029	0.767529310529743	0.895041892812074
cg00336555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00359421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00379272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00410323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00422716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
